2024/6/29 7:01:54
      date predic actual  diff   acc
2024-06-12  99.98 100.91  0.93  2.79
2024-06-13  99.87  98.34 -1.53  1.26
2024-06-14  99.89  99.63 -0.26  1.00
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00182
Norm: 72.38
===
      date predic actual  diff   acc
2024-04-08  99.96 100.27  0.30  0.30
2024-04-09  99.94 100.27  0.33  0.63
2024-04-10  99.37  98.65 -0.73 -0.10
2024-04-11  99.95 101.69  1.74  1.64
2024-04-12  99.49  98.26 -1.23  0.41
2024-04-15  99.60  99.12 -0.48 -0.07
2024-04-16  99.98  99.85 -0.13 -0.20
2024-04-17  99.94  97.77 -2.17 -2.37
2024-04-18  99.97  99.70 -0.28 -2.64
2024-04-19 100.14  98.80 -1.34 -3.98
2024-04-22 100.18 101.57  1.39 -2.59
2024-04-23 100.20 100.61  0.41 -2.18
2024-04-24  99.85  99.70 -0.16 -2.34
2024-04-25  99.58  99.67  0.10 -2.24
2024-04-29 100.16 101.52  1.36 -0.89
2024-04-30  99.21  99.28  0.07 -0.82
2024-05-01 100.30  99.92 -0.38 -1.19
2024-05-06 100.79 102.21  1.41  0.22
2024-05-07  99.91  99.48 -0.43 -0.21
2024-05-08 100.04  98.96 -1.08 -1.29
2024-05-09 100.27 100.48  0.20 -1.09
2024-05-10 100.04  99.28 -0.76 -1.85
2024-05-13  99.85 100.20  0.35 -1.50
2024-05-14 100.04 100.95  0.91 -0.59
2024-05-15 100.40 100.35 -0.06 -0.64
2024-05-16  99.90  99.58 -0.32 -0.97
2024-05-17 100.00 100.42  0.42 -0.55
2024-05-20  99.73 101.38  1.66  1.11
2024-05-21 100.03  99.00 -1.03  0.09
2024-05-22  99.70  99.98  0.27  0.36
2024-05-23  99.34  98.84 -0.50 -0.14
2024-05-24  99.95 100.85  0.90  0.76
2024-05-28  99.75 100.27  0.52  1.29
2024-05-29  99.51  97.93 -1.58 -0.30
2024-05-30  99.73 100.13  0.39  0.09
2024-05-31 100.44 101.66  1.21  1.30
2024-06-03  99.95  99.80 -0.15  1.15
2024-06-04 100.18  99.73 -0.45  0.70
2024-06-05  99.94 101.09  1.16  1.86
2024-06-06 100.08  99.09 -0.99  0.87
2024-06-07  99.77 100.07  0.31  1.18
2024-06-10 100.01 101.26  1.25  2.43
2024-06-11  99.82  99.34 -0.48  1.95
2024-06-12  99.97 100.91  0.94  2.89
2024-06-13  99.86  98.34 -1.52  1.37
2024-06-14  99.88  99.63 -0.25  1.12
2024-06-17 100.12  99.95 -0.17  0.94
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00183
Norm: 71.66
===
      date predic actual  diff   acc
2024-04-09  99.95 100.27  0.32  0.32
2024-04-10  99.37  98.65 -0.73 -0.41
2024-04-11  99.96 101.69  1.74  1.32
2024-04-12  99.49  98.26 -1.23  0.09
2024-04-15  99.60  99.12 -0.49 -0.40
2024-04-16  99.99  99.85 -0.14 -0.53
2024-04-17  99.94  97.77 -2.18 -2.71
2024-04-18  99.98  99.70 -0.28 -2.99
2024-04-19 100.15  98.80 -1.34 -4.34
2024-04-22 100.18 101.57  1.38 -2.95
2024-04-23 100.21 100.61  0.40 -2.55
2024-04-24  99.86  99.70 -0.16 -2.72
2024-04-25  99.58  99.67  0.09 -2.62
2024-04-29 100.17 101.52  1.35 -1.27
2024-04-30  99.21  99.28  0.07 -1.21
2024-05-01 100.31  99.92 -0.38 -1.59
2024-05-06 100.80 102.21  1.40 -0.19
2024-05-07  99.92  99.48 -0.44 -0.62
2024-05-08 100.05  98.96 -1.09 -1.71
2024-05-09 100.28 100.48  0.20 -1.52
2024-05-10 100.05  99.28 -0.77 -2.29
2024-05-13  99.85 100.20  0.35 -1.94
2024-05-14 100.05 100.95  0.90 -1.04
2024-05-15 100.41 100.35 -0.06 -1.10
2024-05-16  99.91  99.58 -0.33 -1.43
2024-05-17 100.01 100.42  0.41 -1.02
2024-05-20  99.73 101.38  1.66  0.64
2024-05-21 100.03  99.00 -1.03 -0.39
2024-05-22  99.71  99.98  0.27 -0.13
2024-05-23  99.34  98.84 -0.50 -0.63
2024-05-24  99.95 100.85  0.89  0.26
2024-05-28  99.75 100.27  0.52  0.78
2024-05-29  99.51  97.93 -1.59 -0.81
2024-05-30  99.74 100.13  0.39 -0.42
2024-05-31 100.45 101.66  1.20  0.78
2024-06-03  99.96  99.80 -0.16  0.62
2024-06-04 100.19  99.73 -0.46  0.17
2024-06-05  99.94 101.09  1.15  1.32
2024-06-06 100.09  99.09 -1.00  0.32
2024-06-07  99.77 100.07  0.30  0.62
2024-06-10 100.01 101.26  1.25  1.87
2024-06-11  99.83  99.34 -0.49  1.38
2024-06-12  99.97 100.91  0.94  2.32
2024-06-13  99.87  98.34 -1.53  0.79
2024-06-14  99.89  99.63 -0.26  0.53
2024-06-17 100.13  99.95 -0.18  0.35
2024-06-18 100.00 100.52  0.52  0.87
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00184
Norm: 78.25
===
      date predic actual  diff   acc
2024-04-10  99.36  98.65 -0.72 -0.72
2024-04-11  99.95 101.69  1.75  1.02
2024-04-12  99.48  98.26 -1.22 -0.20
2024-04-15  99.59  99.12 -0.48 -0.67
2024-04-16  99.98  99.85 -0.13 -0.80
2024-04-17  99.93  97.77 -2.17 -2.97
2024-04-18  99.97  99.70 -0.27 -3.24
2024-04-19 100.14  98.80 -1.33 -4.57
2024-04-22 100.17 101.57  1.39 -3.18
2024-04-23 100.20 100.61  0.41 -2.77
2024-04-24  99.85  99.70 -0.15 -2.92
2024-04-25  99.57  99.67  0.10 -2.82
2024-04-29 100.16 101.52  1.36 -1.46
2024-04-30  99.20  99.28  0.08 -1.38
2024-05-01 100.30  99.92 -0.37 -1.76
2024-05-06 100.79 102.21  1.41 -0.35
2024-05-07  99.91  99.48 -0.43 -0.77
2024-05-08 100.04  98.96 -1.08 -1.85
2024-05-09 100.27 100.48  0.21 -1.65
2024-05-10 100.04  99.28 -0.76 -2.41
2024-05-13  99.84 100.20  0.36 -2.05
2024-05-14 100.04 100.95  0.91 -1.13
2024-05-15 100.40 100.35 -0.05 -1.19
2024-05-16  99.90  99.58 -0.32 -1.51
2024-05-17 100.00 100.42  0.42 -1.09
2024-05-20  99.72 101.38  1.67  0.58
2024-05-21 100.02  99.00 -1.02 -0.44
2024-05-22  99.70  99.98  0.28 -0.16
2024-05-23  99.33  98.84 -0.49 -0.66
2024-05-24  99.94 100.85  0.90  0.25
2024-05-28  99.74 100.27  0.53  0.78
2024-05-29  99.50  97.93 -1.58 -0.80
2024-05-30  99.73 100.13  0.40 -0.40
2024-05-31 100.44 101.66  1.21  0.81
2024-06-03  99.95  99.80 -0.15  0.66
2024-06-04 100.18  99.73 -0.45  0.21
2024-06-05  99.93 101.09  1.16  1.37
2024-06-06 100.08  99.09 -0.99  0.39
2024-06-07  99.76 100.07  0.31  0.70
2024-06-10 100.00 101.26  1.26  1.96
2024-06-11  99.82  99.34 -0.48  1.48
2024-06-12  99.96 100.91  0.95  2.42
2024-06-13  99.86  98.34 -1.52  0.91
2024-06-14  99.88  99.63 -0.25  0.66
2024-06-17 100.12  99.95 -0.17  0.49
2024-06-18  99.99 100.52  0.53  1.02
2024-06-20 100.13  99.95 -0.18  0.84
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00184
Norm: 77.37
===
      date predic actual  diff   acc
2024-04-11  99.96 101.69  1.74  1.74
2024-04-12  99.58  98.26 -1.32  0.42
2024-04-15  99.67  99.12 -0.56 -0.14
2024-04-16  99.98  99.85 -0.13 -0.27
2024-04-17  99.94  97.77 -2.17 -2.45
2024-04-18  99.97  99.70 -0.28 -2.73
2024-04-19 100.11  98.80 -1.31 -4.03
2024-04-22 100.14 101.57  1.42 -2.61
2024-04-23 100.16 100.61  0.44 -2.17
2024-04-24  99.88  99.70 -0.18 -2.35
2024-04-25  99.65  99.67  0.02 -2.33
2024-04-29 100.13 101.52  1.38 -0.94
2024-04-30  99.37  99.28 -0.09 -1.03
2024-05-01 100.23  99.92 -0.30 -1.34
2024-05-06 100.66 102.21  1.54  0.21
2024-05-07  99.93  99.48 -0.45 -0.24
2024-05-08 100.04  98.96 -1.08 -1.32
2024-05-09 100.22 100.48  0.25 -1.06
2024-05-10 100.03  99.28 -0.75 -1.82
2024-05-13  99.87 100.20  0.33 -1.49
2024-05-14 100.03 100.95  0.92 -0.57
2024-05-15 100.32 100.35  0.02 -0.55
2024-05-16  99.92  99.58 -0.34 -0.89
2024-05-17 100.00 100.42  0.42 -0.47
2024-05-20  99.78 101.38  1.61  1.15
2024-05-21 100.02  99.00 -1.02  0.13
2024-05-22  99.76  99.98  0.22  0.35
2024-05-23  99.46  98.84 -0.62 -0.27
2024-05-24  99.95 100.85  0.89  0.62
2024-05-28  99.79 100.27  0.48  1.11
2024-05-29  99.60  97.93 -1.67 -0.57
2024-05-30  99.77 100.13  0.36 -0.21
2024-05-31 100.37 101.66  1.28  1.07
2024-06-03  99.95  99.80 -0.15  0.92
2024-06-04 100.14  99.73 -0.41  0.52
2024-06-05  99.95 101.09  1.14  1.66
2024-06-06 100.06  99.09 -0.97  0.69
2024-06-07  99.81 100.07  0.26  0.95
2024-06-10 100.00 101.26  1.26  2.21
2024-06-11  99.85  99.34 -0.51  1.70
2024-06-12  99.97 100.91  0.94  2.64
2024-06-13  99.88  98.34 -1.54  1.10
2024-06-14  99.90  99.63 -0.27  0.83
2024-06-17 100.10  99.95 -0.15  0.68
2024-06-18  99.99 100.52  0.53  1.21
2024-06-20 100.11  99.95 -0.16  1.04
2024-06-21  99.84  99.65 -0.19  0.85
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00186
Norm: 73.21
===
      date predic actual  diff   acc
2024-04-12  99.52  98.26 -1.27 -1.27
2024-04-15  99.63  99.12 -0.51 -1.78
2024-04-16  99.97  99.85 -0.12 -1.89
2024-04-17  99.92  97.77 -2.15 -4.04
2024-04-18  99.96  99.70 -0.26 -4.30
2024-04-19 100.11  98.80 -1.30 -5.60
2024-04-22 100.14 101.57  1.43 -4.17
2024-04-23 100.16 100.61  0.45 -3.73
2024-04-24  99.85  99.70 -0.15 -3.88
2024-04-25  99.60  99.67  0.07 -3.81
2024-04-29 100.13 101.52  1.39 -2.42
2024-04-30  99.29  99.28 -0.01 -2.43
2024-05-01 100.23  99.92 -0.31 -2.74
2024-05-06 100.70 102.21  1.51 -1.23
2024-05-07  99.91  99.48 -0.42 -1.66
2024-05-08 100.02  98.96 -1.06 -2.72
2024-05-09 100.22 100.48  0.25 -2.47
2024-05-10 100.02  99.28 -0.74 -3.21
2024-05-13  99.84 100.20  0.36 -2.85
2024-05-14 100.02 100.95  0.93 -1.92
2024-05-15 100.33 100.35  0.01 -1.90
2024-05-16  99.90  99.58 -0.32 -2.22
2024-05-17  99.98 100.42  0.44 -1.78
2024-05-20  99.74 101.38  1.65 -0.13
2024-05-21 100.00  99.00 -1.00 -1.13
2024-05-22  99.72  99.98  0.26 -0.87
2024-05-23  99.39  98.84 -0.55 -1.43
2024-05-24  99.93 100.85  0.91 -0.51
2024-05-28  99.75 100.27  0.52  0.00
2024-05-29  99.54  97.93 -1.62 -1.62
2024-05-30  99.73 100.13  0.39 -1.22
2024-05-31 100.38 101.66  1.27  0.05
2024-06-03  99.93  99.80 -0.13 -0.08
2024-06-04 100.13  99.73 -0.40 -0.49
2024-06-05  99.93 101.09  1.16  0.68
2024-06-06 100.05  99.09 -0.96 -0.28
2024-06-07  99.78 100.07  0.29  0.02
2024-06-10  99.99 101.26  1.28  1.29
2024-06-11  99.82  99.34 -0.48  0.81
2024-06-12  99.95 100.91  0.96  1.78
2024-06-13  99.86  98.34 -1.52  0.26
2024-06-14  99.87  99.63 -0.25  0.01
2024-06-17 100.09  99.95 -0.14 -0.13
2024-06-18  99.98 100.52  0.55  0.42
2024-06-20 100.10  99.95 -0.15  0.26
2024-06-21  99.81  99.65 -0.16  0.11
2024-06-24 100.17 100.75  0.58  0.68
Mean Absolute Error: 0.69%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00171
Norm: 85.22
===
      date predic actual  diff   acc
2024-04-15  99.83  99.12 -0.71 -0.71
2024-04-16 100.03  99.85 -0.18 -0.89
2024-04-17 100.00  97.77 -2.23 -3.12
2024-04-18 100.02  99.70 -0.33 -3.44
2024-04-19 100.11  98.80 -1.31 -4.75
2024-04-22 100.13 101.57  1.44 -3.31
2024-04-23 100.15 100.61  0.46 -2.85
2024-04-24  99.96  99.70 -0.26 -3.11
2024-04-25  99.81  99.67 -0.14 -3.26
2024-04-29 100.13 101.52  1.39 -1.86
2024-04-30  99.64  99.28 -0.36 -2.23
2024-05-01 100.19  99.92 -0.26 -2.49
2024-05-06 100.49 102.21  1.72 -0.77
2024-05-07  99.99  99.48 -0.51 -1.28
2024-05-08 100.06  98.96 -1.10 -2.38
2024-05-09 100.18 100.48  0.29 -2.09
2024-05-10 100.06  99.28 -0.78 -2.87
2024-05-13  99.96 100.20  0.25 -2.63
2024-05-14 100.06 100.95  0.89 -1.73
2024-05-15 100.25 100.35  0.09 -1.64
2024-05-16  99.99  99.58 -0.41 -2.05
2024-05-17 100.04 100.42  0.38 -1.66
2024-05-20  99.89 101.38  1.49 -0.17
2024-05-21 100.05  99.00 -1.05 -1.22
2024-05-22  99.88  99.98  0.10 -1.12
2024-05-23  99.70  98.84 -0.86 -1.98
2024-05-24 100.01 100.85  0.84 -1.14
2024-05-28  99.90 100.27  0.37 -0.77
2024-05-29  99.78  97.93 -1.85 -2.62
2024-05-30  99.89 100.13  0.24 -2.39
2024-05-31 100.29 101.66  1.37 -1.02
2024-06-03 100.00  99.80 -0.20 -1.22
2024-06-04 100.13  99.73 -0.40 -1.62
2024-06-05 100.01 101.09  1.09 -0.53
2024-06-06 100.08  99.09 -0.98 -1.52
2024-06-07  99.92 100.07  0.16 -1.36
2024-06-10 100.04 101.26  1.22 -0.14
2024-06-11  99.94  99.34 -0.60 -0.74
2024-06-12 100.02 100.91  0.89  0.16
2024-06-13  99.96  98.34 -1.62 -1.47
2024-06-14  99.97  99.63 -0.35 -1.81
2024-06-17 100.10  99.95 -0.15 -1.96
2024-06-18 100.03 100.52  0.49 -1.47
2024-06-20 100.11  99.95 -0.16 -1.63
2024-06-21  99.94  99.65 -0.28 -1.92
2024-06-24 100.15 100.75  0.60 -1.32
2024-06-25  99.86 101.58  1.72  0.40
Mean Absolute Error: 0.74%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00189
Norm: 105.01
===
      date predic actual  diff   acc
2024-04-16 100.04  99.85 -0.19 -0.19
2024-04-17 100.02  97.77 -2.25 -2.44
2024-04-18 100.04  99.70 -0.34 -2.78
2024-04-19 100.12  98.80 -1.31 -4.09
2024-04-22 100.13 101.57  1.43 -2.66
2024-04-23 100.15 100.61  0.46 -2.20
2024-04-24  99.99  99.70 -0.29 -2.48
2024-04-25  99.86  99.67 -0.19 -2.67
2024-04-29 100.13 101.52  1.39 -1.28
2024-04-30  99.71  99.28 -0.44 -1.72
2024-05-01 100.17  99.92 -0.25 -1.97
2024-05-06 100.45 102.21  1.76 -0.21
2024-05-07 100.01  99.48 -0.53 -0.74
2024-05-08 100.08  98.96 -1.12 -1.85
2024-05-09 100.18 100.48  0.30 -1.56
2024-05-10 100.07  99.28 -0.79 -2.35
2024-05-13  99.98 100.20  0.22 -2.13
2024-05-14 100.07 100.95  0.88 -1.25
2024-05-15 100.23 100.35  0.11 -1.14
2024-05-16 100.01  99.58 -0.43 -1.57
2024-05-17 100.05 100.42  0.37 -1.20
2024-05-20  99.93 101.38  1.46  0.26
2024-05-21 100.06  99.00 -1.06 -0.80
2024-05-22  99.92  99.98  0.06 -0.74
2024-05-23  99.75  98.84 -0.91 -1.65
2024-05-24 100.03 100.85  0.82 -0.83
2024-05-28  99.93 100.27  0.34 -0.50
2024-05-29  99.83  97.93 -1.90 -2.40
2024-05-30  99.92 100.13  0.21 -2.19
2024-05-31 100.27 101.66  1.38 -0.81
2024-06-03 100.02  99.80 -0.21 -1.02
2024-06-04 100.13  99.73 -0.40 -1.42
2024-06-05 100.03 101.09  1.06 -0.36
2024-06-06 100.08  99.09 -0.99 -1.35
2024-06-07  99.95 100.07  0.12 -1.22
2024-06-10 100.05 101.26  1.21 -0.02
2024-06-11  99.97  99.34 -0.63 -0.64
2024-06-12 100.03 100.91  0.88  0.24
2024-06-13  99.99  98.34 -1.64 -1.41
2024-06-14 100.00  99.63 -0.37 -1.78
2024-06-17 100.11  99.95 -0.16 -1.94
2024-06-18 100.05 100.52  0.47 -1.46
2024-06-20 100.12  99.95 -0.17 -1.63
2024-06-21  99.97  99.65 -0.31 -1.94
2024-06-24 100.15 100.75  0.60 -1.35
2024-06-25  99.90 101.58  1.68  0.34
2024-06-26 100.00 100.05  0.05  0.39
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00189
Norm: 101.10
===
      date predic actual  diff   acc
2024-04-17 100.03  97.77 -2.26 -2.26
2024-04-18 100.05  99.70 -0.35 -2.61
2024-04-19 100.13  98.80 -1.32 -3.94
2024-04-22 100.15 101.57  1.42 -2.52
2024-04-23 100.16 100.61  0.45 -2.06
2024-04-24 100.00  99.70 -0.30 -2.37
2024-04-25  99.87  99.67 -0.20 -2.57
2024-04-29 100.14 101.52  1.38 -1.19
2024-04-30  99.73  99.28 -0.45 -1.64
2024-05-01 100.18  99.92 -0.26 -1.90
2024-05-06 100.46 102.21  1.75 -0.15
2024-05-07 100.03  99.48 -0.54 -0.69
2024-05-08 100.09  98.96 -1.13 -1.82
2024-05-09 100.19 100.48  0.28 -1.54
2024-05-10 100.08  99.28 -0.80 -2.34
2024-05-13  99.99 100.20  0.21 -2.14
2024-05-14 100.08 100.95  0.87 -1.27
2024-05-15 100.25 100.35  0.10 -1.17
2024-05-16 100.02  99.58 -0.44 -1.61
2024-05-17 100.06 100.42  0.36 -1.25
2024-05-20  99.94 101.38  1.44  0.19
2024-05-21 100.07  99.00 -1.07 -0.88
2024-05-22  99.93  99.98  0.05 -0.83
2024-05-23  99.77  98.84 -0.93 -1.76
2024-05-24 100.04 100.85  0.81 -0.95
2024-05-28  99.95 100.27  0.32 -0.63
2024-05-29  99.84  97.93 -1.92 -2.54
2024-05-30  99.93 100.13  0.19 -2.35
2024-05-31 100.28 101.66  1.37 -0.98
2024-06-03 100.03  99.80 -0.23 -1.21
2024-06-04 100.14  99.73 -0.41 -1.61
2024-06-05 100.04 101.09  1.05 -0.56
2024-06-06 100.10  99.09 -1.00 -1.57
2024-06-07  99.96 100.07  0.11 -1.46
2024-06-10 100.07 101.26  1.19 -0.26
2024-06-11  99.98  99.34 -0.64 -0.90
2024-06-12 100.04 100.91  0.87 -0.04
2024-06-13 100.00  98.34 -1.66 -1.69
2024-06-14 100.01  99.63 -0.38 -2.07
2024-06-17 100.12  99.95 -0.17 -2.25
2024-06-18 100.06 100.52  0.46 -1.78
2024-06-20 100.13  99.95 -0.18 -1.97
2024-06-21  99.98  99.65 -0.33 -2.29
2024-06-24 100.16 100.75  0.59 -1.71
2024-06-25  99.91 101.58  1.67 -0.04
2024-06-26 100.01 100.05  0.04  0.00
2024-06-27 100.06 100.44  0.38  0.38
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00190
Norm: 104.56
===
      date predic actual  diff   acc
2024-04-18 100.12  99.70 -0.43 -0.43
2024-04-19 100.19  98.80 -1.39 -1.81
2024-04-22 100.21 101.57  1.36 -0.45
2024-04-23 100.22 100.61  0.39 -0.06
2024-04-24 100.08  99.70 -0.38 -0.44
2024-04-25  99.97  99.67 -0.30 -0.74
2024-04-29 100.20 101.52  1.31  0.57
2024-04-30  99.84  99.28 -0.57  0.01
2024-05-01 100.25  99.92 -0.32 -0.31
2024-05-06 100.48 102.21  1.72  1.41
2024-05-07 100.10  99.48 -0.62  0.79
2024-05-08 100.16  98.96 -1.19 -0.40
2024-05-09 100.25 100.48  0.23 -0.17
2024-05-10 100.15  99.28 -0.87 -1.05
2024-05-13 100.07 100.20  0.13 -0.92
2024-05-14 100.15 100.95  0.80 -0.12
2024-05-15 100.30 100.35  0.05 -0.07
2024-05-16 100.10  99.58 -0.52 -0.59
2024-05-17 100.14 100.42  0.29 -0.31
2024-05-20 100.03 101.38  1.35  1.05
2024-05-21 100.14  99.00 -1.14 -0.09
2024-05-22 100.02  99.98 -0.04 -0.14
2024-05-23  99.88  98.84 -1.04 -1.18
2024-05-24 100.11 100.85  0.73 -0.44
2024-05-28 100.03 100.27  0.24 -0.21
2024-05-29  99.94  97.93 -2.01 -2.22
2024-05-30 100.02 100.13  0.10 -2.12
2024-05-31 100.33 101.66  1.33 -0.79
2024-06-03 100.11  99.80 -0.31 -1.10
2024-06-04 100.20  99.73 -0.47 -1.57
2024-06-05 100.11 101.09  0.98 -0.60
2024-06-06 100.16  99.09 -1.07 -1.67
2024-06-07 100.05 100.07  0.03 -1.64
2024-06-10 100.14 101.26  1.12 -0.52
2024-06-11 100.06  99.34 -0.72 -1.24
2024-06-12 100.12 100.91  0.79 -0.45
2024-06-13 100.08  98.34 -1.74 -2.19
2024-06-14 100.09  99.63 -0.46 -2.65
2024-06-17 100.19  99.95 -0.24 -2.88
2024-06-18 100.13 100.52  0.39 -2.49
2024-06-20 100.19  99.95 -0.24 -2.73
2024-06-21 100.06  99.65 -0.41 -3.14
2024-06-24 100.22 100.75  0.53 -2.62
2024-06-25 100.00 101.58  1.58 -1.04
2024-06-26 100.09 100.05 -0.04 -1.08
2024-06-27 100.13 100.44  0.31 -0.77
2024-06-28 100.10 101.27  1.17  0.40
Mean Absolute Error: 0.71%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00174
Norm: 77.80
===
Time: 5 min 17 sec.

