2024/6/29 7:01:54
      date predic actual  diff   acc
2024-04-16 100.10  99.85 -0.25  1.24
2024-04-17  99.96  97.77 -2.19 -0.95
2024-04-18 100.07  99.70 -0.37 -1.32
2024-04-19 100.37  98.80 -1.56 -2.89
2024-04-22 100.45 101.57  1.12 -1.77
2024-04-23 100.48 100.61  0.13 -1.64
2024-04-24  99.85  99.70 -0.16 -1.80
2024-04-25  99.26  99.67  0.41 -1.39
2024-04-29 100.45 101.52  1.06 -0.32
2024-04-30  98.56  99.28  0.72  0.40
2024-05-01 100.48  99.92 -0.55 -0.15
2024-05-06 101.44 102.21  0.76  0.61
2024-05-07  99.99  99.48 -0.51  0.10
2024-05-08 100.24  98.96 -1.28 -1.18
2024-05-09 100.61 100.48 -0.13 -1.31
2024-05-10 100.20  99.28 -0.92 -2.23
2024-05-13  99.84 100.20  0.37 -1.86
2024-05-14 100.20 100.95  0.75 -1.11
2024-05-15 100.76 100.35 -0.41 -1.52
2024-05-16  99.95  99.58 -0.37 -1.89
2024-05-17 100.12 100.42  0.30 -1.59
2024-05-20  99.60 101.38  1.79  0.19
2024-05-21 100.15  99.00 -1.15 -0.95
2024-05-22  99.55  99.98  0.43 -0.53
2024-05-23  98.73  98.84  0.11 -0.41
2024-05-24 100.01 100.85  0.84  0.43
2024-05-28  99.61 100.27  0.66  1.09
2024-05-29  99.13  97.93 -1.21 -0.12
2024-05-30  99.50 100.13  0.63  0.51
Mean Absolute Error: 0.68%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00161
Norm: 62.75
===
      date predic actual  diff   acc
2024-03-21 100.31 100.95  0.64  0.64
2024-03-22  99.52  99.48 -0.04  0.60
2024-03-25  99.75  99.03 -0.72 -0.12
2024-03-26  99.95 100.26  0.32  0.20
2024-03-27 100.62 100.38 -0.24 -0.05
2024-03-28 100.01  99.83 -0.17 -0.22
2024-04-01  99.57  98.98 -0.60 -0.81
2024-04-02  99.41  99.02 -0.40 -1.21
2024-04-03  99.91 101.26  1.35  0.14
2024-04-04  99.18  97.85 -1.34 -1.20
2024-04-05 100.34 100.56  0.22 -0.98
2024-04-08  99.99 100.27  0.27 -0.71
2024-04-09  99.96 100.27  0.31 -0.40
2024-04-10  99.01  98.65 -0.37 -0.77
2024-04-11  99.97 101.69  1.72  0.96
2024-04-12  99.21  98.26 -0.95  0.00
2024-04-15  99.40  99.12 -0.28 -0.28
2024-04-16 100.02  99.85 -0.17 -0.45
2024-04-17  99.95  97.77 -2.18 -2.63
2024-04-18 100.01  99.70 -0.31 -2.95
2024-04-19 100.27  98.80 -1.46 -4.41
2024-04-22 100.32 101.57  1.25 -3.16
2024-04-23 100.36 100.61  0.25 -2.91
2024-04-24  99.82  99.70 -0.12 -3.03
2024-04-25  99.36  99.67  0.31 -2.72
2024-04-29 100.30 101.52  1.22 -1.50
2024-04-30  98.72  99.28  0.56 -0.94
2024-05-01 100.50  99.92 -0.57 -1.51
2024-05-06 101.18 102.21  1.02 -0.49
2024-05-07  99.91  99.48 -0.43 -0.92
2024-05-08 100.12  98.96 -1.16 -2.08
2024-05-09 100.46 100.48  0.01 -2.06
2024-05-10 100.12  99.28 -0.84 -2.90
2024-05-13  99.81 100.20  0.39 -2.50
2024-05-14 100.11 100.95  0.84 -1.67
2024-05-15 100.65 100.35 -0.30 -1.97
2024-05-16  99.90  99.58 -0.32 -2.29
2024-05-17 100.05 100.42  0.37 -1.92
2024-05-20  99.61 101.38  1.78 -0.15
2024-05-21 100.09  99.00 -1.09 -1.24
2024-05-22  99.57  99.98  0.41 -0.83
2024-05-23  98.95  98.84 -0.11 -0.94
2024-05-24  99.97 100.85  0.88 -0.06
2024-05-28  99.65 100.27  0.63  0.56
2024-05-29  99.24  97.93 -1.32 -0.76
2024-05-30  99.62 100.13  0.51 -0.25
2024-05-31 100.71 101.66  0.94  0.69
Mean Absolute Error: 0.67%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00159
Norm: 95.02
===
      date predic actual  diff   acc
2024-03-22  99.52  99.48 -0.04 -0.04
2024-03-25  99.73  99.03 -0.71 -0.74
2024-03-26  99.93 100.26  0.34 -0.41
2024-03-27 100.58 100.38 -0.20 -0.61
2024-03-28  99.98  99.83 -0.15 -0.76
2024-04-01  99.57  98.98 -0.59 -1.35
2024-04-02  99.42  99.02 -0.40 -1.75
2024-04-03  99.89 101.26  1.37 -0.38
2024-04-04  99.19  97.85 -1.36 -1.74
2024-04-05 100.31 100.56  0.25 -1.48
2024-04-08  99.97 100.27  0.29 -1.19
2024-04-09  99.94 100.27  0.33 -0.86
2024-04-10  99.03  98.65 -0.38 -1.24
2024-04-11  99.95 101.69  1.74  0.50
2024-04-12  99.22  98.26 -0.96 -0.46
2024-04-15  99.40  99.12 -0.28 -0.75
2024-04-16 100.00  99.85 -0.15 -0.90
2024-04-17  99.93  97.77 -2.16 -3.06
2024-04-18  99.99  99.70 -0.29 -3.35
2024-04-19 100.24  98.80 -1.43 -4.78
2024-04-22 100.29 101.57  1.28 -3.50
2024-04-23 100.32 100.61  0.28 -3.22
2024-04-24  99.80  99.70 -0.11 -3.33
2024-04-25  99.36  99.67  0.31 -3.02
2024-04-29 100.27 101.52  1.25 -1.77
2024-04-30  98.75  99.28  0.53 -1.24
2024-05-01 100.47  99.92 -0.54 -1.78
2024-05-06 101.13 102.21  1.08 -0.70
2024-05-07  99.89  99.48 -0.41 -1.11
2024-05-08 100.09  98.96 -1.13 -2.24
2024-05-09 100.42 100.48  0.05 -2.19
2024-05-10 100.09  99.28 -0.81 -3.00
2024-05-13  99.79 100.20  0.41 -2.60
2024-05-14 100.09 100.95  0.86 -1.73
2024-05-15 100.61 100.35 -0.26 -2.00
2024-05-16  99.88  99.58 -0.30 -2.30
2024-05-17 100.03 100.42  0.39 -1.91
2024-05-20  99.61 101.38  1.78 -0.12
2024-05-21 100.07  99.00 -1.07 -1.19
2024-05-22  99.57  99.98  0.41 -0.78
2024-05-23  98.98  98.84 -0.13 -0.91
2024-05-24  99.95 100.85  0.90 -0.01
2024-05-28  99.64 100.27  0.64  0.62
2024-05-29  99.25  97.93 -1.33 -0.71
2024-05-30  99.62 100.13  0.51 -0.20
2024-05-31 100.67 101.66  0.98  0.79
2024-06-03  99.96  99.80 -0.16  0.63
Mean Absolute Error: 0.67%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00159
Norm: 97.21
===
      date predic actual  diff   acc
2024-03-25  99.72  99.03 -0.70 -0.70
2024-03-26  99.91 100.26  0.35 -0.35
2024-03-27 100.55 100.38 -0.17 -0.52
2024-03-28  99.97  99.83 -0.13 -0.65
2024-04-01  99.56  98.98 -0.59 -1.24
2024-04-02  99.42  99.02 -0.40 -1.64
2024-04-03  99.88 101.26  1.38 -0.26
2024-04-04  99.20  97.85 -1.36 -1.62
2024-04-05 100.28 100.56  0.28 -1.34
2024-04-08  99.96 100.27  0.31 -1.03
2024-04-09  99.92 100.27  0.35 -0.68
2024-04-10  99.04  98.65 -0.40 -1.08
2024-04-11  99.94 101.69  1.76  0.67
2024-04-12  99.23  98.26 -0.97 -0.30
2024-04-15  99.40  99.12 -0.29 -0.58
2024-04-16  99.99  99.85 -0.13 -0.72
2024-04-17  99.92  97.77 -2.15 -2.86
2024-04-18  99.97  99.70 -0.27 -3.14
2024-04-19 100.22  98.80 -1.41 -4.55
2024-04-22 100.26 101.57  1.30 -3.24
2024-04-23 100.30 100.61  0.31 -2.94
2024-04-24  99.79  99.70 -0.10 -3.03
2024-04-25  99.37  99.67  0.31 -2.73
2024-04-29 100.25 101.52  1.27 -1.45
2024-04-30  98.78  99.28  0.50 -0.95
2024-05-01 100.43  99.92 -0.51 -1.46
2024-05-06 101.09 102.21  1.11 -0.34
2024-05-07  99.88  99.48 -0.40 -0.74
2024-05-08 100.08  98.96 -1.12 -1.86
2024-05-09 100.40 100.48  0.08 -1.78
2024-05-10 100.07  99.28 -0.79 -2.57
2024-05-13  99.78 100.20  0.42 -2.16
2024-05-14 100.07 100.95  0.88 -1.27
2024-05-15 100.58 100.35 -0.23 -1.50
2024-05-16  99.87  99.58 -0.29 -1.79
2024-05-17 100.01 100.42  0.41 -1.38
2024-05-20  99.60 101.38  1.79  0.40
2024-05-21 100.05  99.00 -1.05 -0.64
2024-05-22  99.56  99.98  0.42 -0.23
2024-05-23  98.99  98.84 -0.15 -0.38
2024-05-24  99.93 100.85  0.91  0.54
2024-05-28  99.63 100.27  0.64  1.18
2024-05-29  99.26  97.93 -1.34 -0.16
2024-05-30  99.61 100.13  0.52  0.36
2024-05-31 100.64 101.66  1.01  1.38
2024-06-03  99.94  99.80 -0.14  1.24
2024-06-04 100.26  99.73 -0.54  0.70
Mean Absolute Error: 0.68%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00161
Norm: 88.66
===
      date predic actual  diff   acc
2024-03-26  99.95 100.26  0.31  0.31
2024-03-27 100.57 100.38 -0.19  0.12
2024-03-28 100.00  99.83 -0.17 -0.05
2024-04-01  99.61  98.98 -0.64 -0.68
2024-04-02  99.47  99.02 -0.45 -1.13
2024-04-03  99.92 101.26  1.34  0.21
2024-04-04  99.25  97.85 -1.41 -1.20
2024-04-05 100.31 100.56  0.25 -0.95
2024-04-08  99.99 100.27  0.27 -0.68
2024-04-09  99.96 100.27  0.31 -0.37
2024-04-10  99.12  98.65 -0.48 -0.85
2024-04-11  99.97 101.69  1.72  0.87
2024-04-12  99.28  98.26 -1.03 -0.16
2024-04-15  99.46  99.12 -0.35 -0.51
2024-04-16 100.02  99.85 -0.17 -0.68
2024-04-17  99.95  97.77 -2.18 -2.86
2024-04-18 100.01  99.70 -0.31 -3.17
2024-04-19 100.24  98.80 -1.44 -4.61
2024-04-22 100.29 101.57  1.27 -3.34
2024-04-23 100.33 100.61  0.28 -3.06
2024-04-24  99.84  99.70 -0.14 -3.20
2024-04-25  99.42  99.67  0.25 -2.95
2024-04-29 100.28 101.52  1.24 -1.71
2024-04-30  98.87  99.28  0.41 -1.30
2024-05-01 100.43  99.92 -0.50 -1.80
2024-05-06 101.09 102.21  1.11 -0.69
2024-05-07  99.93  99.48 -0.44 -1.13
2024-05-08 100.12  98.96 -1.15 -2.29
2024-05-09 100.42 100.48  0.05 -2.23
2024-05-10 100.11  99.28 -0.83 -3.06
2024-05-13  99.83 100.20  0.37 -2.69
2024-05-14 100.10 100.95  0.85 -1.84
2024-05-15 100.58 100.35 -0.23 -2.08
2024-05-16  99.91  99.58 -0.33 -2.41
2024-05-17 100.05 100.42  0.37 -2.04
2024-05-20  99.65 101.38  1.74 -0.30
2024-05-21 100.08  99.00 -1.08 -1.38
2024-05-22  99.62  99.98  0.36 -1.02
2024-05-23  99.06  98.84 -0.22 -1.23
2024-05-24  99.97 100.85  0.88 -0.36
2024-05-28  99.68 100.27  0.60  0.24
2024-05-29  99.32  97.93 -1.40 -1.16
2024-05-30  99.64 100.13  0.49 -0.68
2024-05-31 100.66 101.66  0.99  0.32
2024-06-03  99.96  99.80 -0.16  0.16
2024-06-04 100.28  99.73 -0.55 -0.39
2024-06-05  99.97 101.09  1.12  0.73
Mean Absolute Error: 0.69%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00165
Norm: 97.54
===
      date predic actual  diff   acc
2024-03-27 100.53 100.38 -0.15 -0.15
2024-03-28  99.97  99.83 -0.14 -0.28
2024-04-01  99.59  98.98 -0.61 -0.89
2024-04-02  99.44  99.02 -0.43 -1.32
2024-04-03  99.89 101.26  1.38  0.05
2024-04-04  99.23  97.85 -1.39 -1.34
2024-04-05 100.28 100.56  0.29 -1.05
2024-04-08  99.96 100.27  0.31 -0.75
2024-04-09  99.92 100.27  0.34 -0.41
2024-04-10  99.12  98.65 -0.48 -0.88
2024-04-11  99.94 101.69  1.75  0.87
2024-04-12  99.26  98.26 -1.01 -0.14
2024-04-15  99.45  99.12 -0.33 -0.47
2024-04-16  99.99  99.85 -0.14 -0.61
2024-04-17  99.91  97.77 -2.15 -2.76
2024-04-18  99.98  99.70 -0.28 -3.04
2024-04-19 100.21  98.80 -1.40 -4.44
2024-04-22 100.26 101.57  1.31 -3.13
2024-04-23 100.29 100.61  0.32 -2.81
2024-04-24  99.81  99.70 -0.12 -2.92
2024-04-25  99.40  99.67  0.27 -2.65
2024-04-29 100.25 101.52  1.27 -1.38
2024-04-30  98.87  99.28  0.41 -0.97
2024-05-01 100.37  99.92 -0.45 -1.42
2024-05-06 101.05 102.21  1.16 -0.26
2024-05-07  99.90  99.48 -0.42 -0.68
2024-05-08 100.09  98.96 -1.12 -1.80
2024-05-09 100.38 100.48  0.09 -1.71
2024-05-10 100.07  99.28 -0.79 -2.50
2024-05-13  99.80 100.20  0.40 -2.10
2024-05-14 100.07 100.95  0.88 -1.22
2024-05-15 100.54 100.35 -0.19 -1.41
2024-05-16  99.88  99.58 -0.30 -1.72
2024-05-17 100.02 100.42  0.40 -1.31
2024-05-20  99.63 101.38  1.76  0.45
2024-05-21 100.05  99.00 -1.04 -0.60
2024-05-22  99.59  99.98  0.38 -0.21
2024-05-23  99.04  98.84 -0.20 -0.41
2024-05-24  99.94 100.85  0.91  0.50
2024-05-28  99.65 100.27  0.62  1.12
2024-05-29  99.30  97.93 -1.38 -0.26
2024-05-30  99.61 100.13  0.52  0.25
2024-05-31 100.62 101.66  1.03  1.28
2024-06-03  99.92  99.80 -0.12  1.17
2024-06-04 100.24  99.73 -0.51  0.66
2024-06-05  99.94 101.09  1.15  1.81
2024-06-06 100.11  99.09 -1.02  0.79
Mean Absolute Error: 0.7%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00170
Norm: 83.66
===
      date predic actual  diff   acc
2024-03-28  99.98  99.83 -0.14 -0.14
2024-04-01  99.61  98.98 -0.63 -0.77
2024-04-02  99.46  99.02 -0.45 -1.22
2024-04-03  99.90 101.26  1.37  0.14
2024-04-04  99.26  97.85 -1.42 -1.28
2024-04-05 100.28 100.56  0.29 -0.99
2024-04-08  99.97 100.27  0.30 -0.70
2024-04-09  99.93 100.27  0.34 -0.36
2024-04-10  99.16  98.65 -0.51 -0.87
2024-04-11  99.95 101.69  1.74  0.87
2024-04-12  99.29  98.26 -1.03 -0.17
2024-04-15  99.47  99.12 -0.36 -0.52
2024-04-16 100.00  99.85 -0.15 -0.67
2024-04-17  99.92  97.77 -2.15 -2.83
2024-04-18  99.98  99.70 -0.29 -3.11
2024-04-19 100.21  98.80 -1.40 -4.51
2024-04-22 100.26 101.57  1.31 -3.20
2024-04-23 100.29 100.61  0.32 -2.88
2024-04-24  99.83  99.70 -0.13 -3.01
2024-04-25  99.43  99.67  0.25 -2.76
2024-04-29 100.25 101.52  1.27 -1.49
2024-04-30  98.92  99.28  0.36 -1.13
2024-05-01 100.37  99.92 -0.44 -1.57
2024-05-06 101.03 102.21  1.18 -0.39
2024-05-07  99.91  99.48 -0.43 -0.82
2024-05-08 100.09  98.96 -1.13 -1.95
2024-05-09 100.38 100.48  0.10 -1.86
2024-05-10 100.08  99.28 -0.80 -2.65
2024-05-13  99.81 100.20  0.39 -2.27
2024-05-14 100.08 100.95  0.87 -1.39
2024-05-15 100.53 100.35 -0.18 -1.57
2024-05-16  99.89  99.58 -0.31 -1.88
2024-05-17 100.02 100.42  0.40 -1.49
2024-05-20  99.65 101.38  1.74  0.26
2024-05-21 100.05  99.00 -1.05 -0.79
2024-05-22  99.61  99.98  0.37 -0.43
2024-05-23  99.08  98.84 -0.24 -0.67
2024-05-24  99.95 100.85  0.90  0.23
2024-05-28  99.67 100.27  0.61  0.84
2024-05-29  99.33  97.93 -1.41 -0.57
2024-05-30  99.63 100.13  0.50 -0.07
2024-05-31 100.61 101.66  1.04  0.97
2024-06-03  99.93  99.80 -0.13  0.85
2024-06-04 100.24  99.73 -0.51  0.34
2024-06-05  99.95 101.09  1.14  1.48
2024-06-06 100.12  99.09 -1.02  0.46
2024-06-07  99.72 100.07  0.36  0.81
Mean Absolute Error: 0.71%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00172
Norm: 88.88
===
      date predic actual  diff   acc
2024-04-01  99.63  98.98 -0.66 -0.66
2024-04-02  99.49  99.02 -0.47 -1.13
2024-04-03  99.93 101.26  1.33  0.20
2024-04-04  99.28  97.85 -1.44 -1.24
2024-04-05 100.31 100.56  0.25 -0.99
2024-04-08 100.00 100.27  0.26 -0.73
2024-04-09  99.96 100.27  0.30 -0.42
2024-04-10  99.18  98.65 -0.53 -0.96
2024-04-11  99.98 101.69  1.71  0.75
2024-04-12  99.31  98.26 -1.06 -0.30
2024-04-15  99.50  99.12 -0.38 -0.69
2024-04-16 100.03  99.85 -0.18 -0.87
2024-04-17  99.95  97.77 -2.19 -3.05
2024-04-18 100.02  99.70 -0.32 -3.37
2024-04-19 100.24  98.80 -1.44 -4.81
2024-04-22 100.29 101.57  1.27 -3.54
2024-04-23 100.32 100.61  0.28 -3.25
2024-04-24  99.86  99.70 -0.16 -3.41
2024-04-25  99.45  99.67  0.22 -3.19
2024-04-29 100.28 101.52  1.23 -1.96
2024-04-30  98.93  99.28  0.35 -1.61
2024-05-01 100.40  99.92 -0.47 -2.08
2024-05-06 101.07 102.21  1.13 -0.95
2024-05-07  99.94  99.48 -0.46 -1.41
2024-05-08 100.13  98.96 -1.16 -2.57
2024-05-09 100.42 100.48  0.06 -2.51
2024-05-10 100.11  99.28 -0.83 -3.35
2024-05-13  99.84 100.20  0.36 -2.99
2024-05-14 100.11 100.95  0.84 -2.15
2024-05-15 100.56 100.35 -0.22 -2.37
2024-05-16  99.93  99.58 -0.35 -2.71
2024-05-17 100.06 100.42  0.36 -2.35
2024-05-20  99.68 101.38  1.71 -0.64
2024-05-21 100.08  99.00 -1.08 -1.72
2024-05-22  99.64  99.98  0.34 -1.38
2024-05-23  99.10  98.84 -0.25 -1.64
2024-05-24  99.98 100.85  0.87 -0.77
2024-05-28  99.70 100.27  0.58 -0.19
2024-05-29  99.36  97.93 -1.43 -1.62
2024-05-30  99.65 100.13  0.47 -1.15
2024-05-31 100.65 101.66  1.00 -0.15
2024-06-03  99.96  99.80 -0.16 -0.31
2024-06-04 100.27  99.73 -0.54 -0.85
2024-06-05  99.99 101.09  1.11  0.26
2024-06-06 100.15  99.09 -1.06 -0.80
2024-06-07  99.75 100.07  0.33 -0.47
2024-06-10 100.07 101.26  1.20  0.72
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00178
Norm: 99.49
===
      date predic actual  diff   acc
2024-04-02  99.50  99.02 -0.49 -0.49
2024-04-03  99.93 101.26  1.33  0.84
2024-04-04  99.30  97.85 -1.46 -0.62
2024-04-05 100.30 100.56  0.26 -0.36
2024-04-08 100.00 100.27  0.27 -0.09
2024-04-09  99.96 100.27  0.30  0.21
2024-04-10  99.20  98.65 -0.56 -0.35
2024-04-11  99.98 101.69  1.71  1.36
2024-04-12  99.33  98.26 -1.08  0.29
2024-04-15  99.51  99.12 -0.40 -0.11
2024-04-16 100.03  99.85 -0.18 -0.29
2024-04-17  99.95  97.77 -2.18 -2.47
2024-04-18 100.01  99.70 -0.32 -2.79
2024-04-19 100.23  98.80 -1.43 -4.22
2024-04-22 100.28 101.57  1.28 -2.93
2024-04-23 100.31 100.61  0.30 -2.64
2024-04-24  99.86  99.70 -0.16 -2.80
2024-04-25  99.47  99.67  0.21 -2.59
2024-04-29 100.27 101.52  1.24 -1.35
2024-04-30  98.97  99.28  0.31 -1.04
2024-05-01 100.39  99.92 -0.46 -1.50
2024-05-06 101.04 102.21  1.16 -0.33
2024-05-07  99.94  99.48 -0.46 -0.79
2024-05-08 100.12  98.96 -1.16 -1.95
2024-05-09 100.40 100.48  0.07 -1.88
2024-05-10 100.11  99.28 -0.83 -2.70
2024-05-13  99.85 100.20  0.35 -2.35
2024-05-14 100.10 100.95  0.85 -1.50
2024-05-15 100.55 100.35 -0.20 -1.70
2024-05-16  99.93  99.58 -0.35 -2.05
2024-05-17 100.05 100.42  0.37 -1.68
2024-05-20  99.69 101.38  1.70  0.02
2024-05-21 100.08  99.00 -1.08 -1.05
2024-05-22  99.65  99.98  0.33 -0.73
2024-05-23  99.12  98.84 -0.28 -1.01
2024-05-24  99.98 100.85  0.87 -0.14
2024-05-28  99.70 100.27  0.57  0.43
2024-05-29  99.37  97.93 -1.45 -1.02
2024-05-30  99.66 100.13  0.47 -0.56
2024-05-31 100.63 101.66  1.02  0.46
2024-06-03  99.96  99.80 -0.15  0.31
2024-06-04 100.26  99.73 -0.53 -0.22
2024-06-05  99.99 101.09  1.11  0.89
2024-06-06 100.14  99.09 -1.05 -0.16
2024-06-07  99.76 100.07  0.32  0.16
2024-06-10 100.06 101.26  1.20  1.36
2024-06-11  99.80  99.34 -0.47  0.89
Mean Absolute Error: 0.73%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00178
Norm: 91.53
===
      date predic actual  diff   acc
2024-04-03  99.96 101.26  1.30  1.30
2024-04-04  99.38  97.85 -1.55 -0.24
2024-04-05 100.30 100.56  0.26  0.02
2024-04-08 100.02 100.27  0.24  0.26
2024-04-09  99.99 100.27  0.28  0.53
2024-04-10  99.28  98.65 -0.64 -0.10
2024-04-11 100.01 101.69  1.69  1.58
2024-04-12  99.41  98.26 -1.15  0.43
2024-04-15  99.57  99.12 -0.45 -0.03
2024-04-16 100.05  99.85 -0.20 -0.22
2024-04-17  99.98  97.77 -2.22 -2.44
2024-04-18 100.04  99.70 -0.34 -2.78
2024-04-19 100.24  98.80 -1.44 -4.21
2024-04-22 100.29 101.57  1.28 -2.93
2024-04-23 100.32 100.61  0.29 -2.64
2024-04-24  99.89  99.70 -0.19 -2.84
2024-04-25  99.53  99.67  0.14 -2.69
2024-04-29 100.27 101.52  1.24 -1.45
2024-04-30  99.07  99.28  0.21 -1.24
2024-05-01 100.40  99.92 -0.48 -1.72
2024-05-06 101.01 102.21  1.20 -0.52
2024-05-07  99.97  99.48 -0.48 -1.00
2024-05-08 100.13  98.96 -1.17 -2.17
2024-05-09 100.40 100.48  0.08 -2.10
2024-05-10 100.12  99.28 -0.84 -2.94
2024-05-13  99.88 100.20  0.32 -2.62
2024-05-14 100.12 100.95  0.83 -1.79
2024-05-15 100.54 100.35 -0.20 -1.98
2024-05-16  99.95  99.58 -0.37 -2.36
2024-05-17 100.07 100.42  0.35 -2.01
2024-05-20  99.73 101.38  1.66 -0.35
2024-05-21 100.10  99.00 -1.10 -1.45
2024-05-22  99.70  99.98  0.28 -1.17
2024-05-23  99.22  98.84 -0.38 -1.55
2024-05-24 100.00 100.85  0.84 -0.70
2024-05-28  99.75 100.27  0.52 -0.18
2024-05-29  99.45  97.93 -1.52 -1.70
2024-05-30  99.72 100.13  0.41 -1.30
2024-05-31 100.61 101.66  1.04 -0.26
2024-06-03  99.99  99.80 -0.19 -0.45
2024-06-04 100.27  99.73 -0.55 -0.99
2024-06-05 100.00 101.09  1.09  0.10
2024-06-06 100.16  99.09 -1.07 -0.97
2024-06-07  99.79 100.07  0.28 -0.69
2024-06-10 100.08 101.26  1.18  0.49
2024-06-11  99.84  99.34 -0.50 -0.01
2024-06-12 100.02 100.91  0.89  0.88
Mean Absolute Error: 0.74%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00183
Norm: 87.87
===
      date predic actual  diff   acc
2024-04-04  99.28  97.85 -1.44 -1.44
2024-04-05 100.27 100.56  0.29 -1.15
2024-04-08  99.97 100.27  0.30 -0.85
2024-04-09  99.93 100.27  0.33 -0.52
2024-04-10  99.17  98.65 -0.53 -1.04
2024-04-11  99.95 101.69  1.74  0.70
2024-04-12  99.31  98.26 -1.05 -0.36
2024-04-15  99.48  99.12 -0.36 -0.72
2024-04-16 100.00  99.85 -0.15 -0.87
2024-04-17  99.93  97.77 -2.16 -3.02
2024-04-18  99.98  99.70 -0.29 -3.31
2024-04-19 100.20  98.80 -1.40 -4.71
2024-04-22 100.25 101.57  1.32 -3.39
2024-04-23 100.28 100.61  0.33 -3.06
2024-04-24  99.83  99.70 -0.13 -3.19
2024-04-25  99.44  99.67  0.23 -2.95
2024-04-29 100.24 101.52  1.28 -1.67
2024-04-30  98.94  99.28  0.34 -1.33
2024-05-01 100.37  99.92 -0.45 -1.78
2024-05-06 101.01 102.21  1.19 -0.58
2024-05-07  99.91  99.48 -0.43 -1.01
2024-05-08 100.08  98.96 -1.12 -2.13
2024-05-09 100.37 100.48  0.11 -2.03
2024-05-10 100.07  99.28 -0.79 -2.82
2024-05-13  99.82 100.20  0.39 -2.43
2024-05-14 100.07 100.95  0.88 -1.56
2024-05-15 100.52 100.35 -0.17 -1.73
2024-05-16  99.89  99.58 -0.31 -2.04
2024-05-17 100.02 100.42  0.40 -1.64
2024-05-20  99.65 101.38  1.74  0.09
2024-05-21 100.05  99.00 -1.05 -0.95
2024-05-22  99.62  99.98  0.36 -0.59
2024-05-23  99.10  98.84 -0.26 -0.86
2024-05-24  99.95 100.85  0.90  0.04
2024-05-28  99.68 100.27  0.60  0.64
2024-05-29  99.35  97.93 -1.43 -0.78
2024-05-30  99.64 100.13  0.49 -0.30
2024-05-31 100.59 101.66  1.06  0.76
2024-06-03  99.94  99.80 -0.13  0.63
2024-06-04 100.24  99.73 -0.51  0.12
2024-06-05  99.95 101.09  1.15  1.27
2024-06-06 100.11  99.09 -1.02  0.24
2024-06-07  99.72 100.07  0.36  0.60
2024-06-10 100.03 101.26  1.23  1.83
2024-06-11  99.78  99.34 -0.44  1.40
2024-06-12  99.97 100.91  0.94  2.34
2024-06-13  99.83  98.34 -1.49  0.85
Mean Absolute Error: 0.75%
Epoch: 500000 BatchSize: 47 FinalLSM: 0.00184
Norm: 78.84
===
      date predic actual  diff   acc
2024-04-05 100.21 100.56  0.35  0.35
2024-04-08  99.98 100.27  0.29  0.64
2024-04-09  99.95 100.27  0.32  0.96
2024-04-10  99.36  98.65 -0.72  0.24
2024-04-11  99.96 101.69  1.73  1.97
2024-04-12  99.48  98.26 -1.22  0.75
2024-04-15  99.59  99.12 -0.48  0.27
2024-04-16 100.00  99.85 -0.14  0.13
2024-04-17  99.95  97.77 -2.18 -2.05
2024-04-18  99.98  99.70 -0.29 -2.34
2024-04-19 100.16  98.80 -1.35 -3.70
2024-04-22 100.20 101.57  1.37 -2.33
2024-04-23 100.22 100.61  0.39 -1.94
2024-04-24  99.86  99.70 -0.17 -2.11
2024-04-25  99.57  99.67  0.10 -2.01
2024-04-29 100.18 101.52  1.34 -0.67
2024-04-30  99.19  99.28  0.09 -0.58
2024-05-01 100.32  99.92 -0.40 -0.98
2024-05-06 100.83 102.21  1.38  0.40
2024-05-07  99.92  99.48 -0.44 -0.04
2024-05-08 100.06  98.96 -1.10 -1.14
2024-05-09 100.29 100.48  0.18 -0.96
2024-05-10 100.06  99.28 -0.78 -1.74
2024-05-13  99.85 100.20  0.35 -1.39
2024-05-14 100.06 100.95  0.89 -0.50
2024-05-15 100.43 100.35 -0.08 -0.58
2024-05-16  99.91  99.58 -0.33 -0.91
2024-05-17 100.02 100.42  0.41 -0.51
2024-05-20  99.73 101.38  1.66  1.15
2024-05-21 100.04  99.00 -1.04  0.11
2024-05-22  99.70  99.98  0.27  0.38
2024-05-23  99.33  98.84 -0.49 -0.10
2024-05-24  99.96 100.85  0.89  0.78
2024-05-28  99.75 100.27  0.52  1.30
2024-05-29  99.50  97.93 -1.58 -0.27
2024-05-30  99.74 100.13  0.39  0.12
2024-05-31 100.47 101.66  1.18  1.30
2024-06-03  99.97  99.80 -0.16  1.13
2024-06-04 100.20  99.73 -0.47  0.67
2024-06-05  99.95 101.09  1.15  1.81
2024-06-06 100.10  99.09 -1.00  0.81
2024-06-07  99.77 100.07  0.30  1.11
2024-06-10 100.02 101.26  1.24  2.35
2024-06-11  99.83  99.34 -0.49  1.86
