7/1/2024, 12:43:46 AM
      date predic actual  diff   acc
2024-05-14 100.09 100.95  0.85 -0.95
2024-05-15 100.48 100.35 -0.14 -1.08
2024-05-16  99.93  99.58 -0.35 -1.44
2024-05-17 100.05 100.42  0.38 -1.06
2024-05-20  99.72 101.38  1.64  0.58
Mean Absolute Error: 0.8%
Epoch: 500000 BatchSize: 47
Norm: 67.51
===
      date predic actual  diff   acc
2024-03-11 100.04  98.67 -1.39 -1.39
2024-03-12 100.14 101.78  1.60  0.21
2024-03-13 100.02  98.50 -1.55 -1.33
2024-03-14  99.83  99.83 -0.01 -1.34
2024-03-15  99.62 101.15  1.51  0.17
2024-03-18 100.05 101.53  1.46  1.63
2024-03-20 100.44 102.63  2.13  3.76
2024-03-21 100.21 100.95  0.74  4.49
2024-03-22  99.71  99.48 -0.23  4.27
2024-03-25  99.84  99.03 -0.82  3.45
2024-03-26  99.97 100.26  0.29  3.74
2024-03-27 100.42 100.38 -0.04  3.70
2024-03-28 100.01  99.83 -0.17  3.53
2024-04-01  99.74  98.98 -0.77  2.76
2024-04-02  99.65  99.02 -0.64  2.12
2024-04-03  99.95 101.26  1.30  3.42
2024-04-04  99.51  97.85 -1.70  1.72
2024-04-05 100.22 100.56  0.34  2.06
2024-04-08 100.00 100.27  0.27  2.32
2024-04-09  99.97 100.27  0.29  2.62
2024-04-10  99.42  98.65 -0.79  1.83
2024-04-11  99.98 101.69  1.68  3.51
2024-04-12  99.53  98.26 -1.29  2.22
2024-04-15  99.64  99.12 -0.53  1.69
2024-04-16 100.02  99.85 -0.17  1.52
2024-04-17  99.97  97.77 -2.25 -0.73
2024-04-18 100.01  99.70 -0.31 -1.04
2024-04-19 100.18  98.80 -1.39 -2.43
2024-04-22 100.21 101.57  1.34 -1.09
2024-04-23 100.24 100.61  0.37 -0.72
2024-04-24  99.89  99.70 -0.19 -0.91
2024-04-25  99.62  99.67  0.06 -0.86
2024-04-29 100.20 101.52  1.30  0.44
2024-04-30  99.27  99.28  0.01  0.45
2024-05-01 100.32  99.92 -0.40  0.06
2024-05-06 100.84 102.21  1.35  1.41
2024-05-07  99.95  99.48 -0.47  0.94
2024-05-08 100.08  98.96 -1.13 -0.20
2024-05-09 100.30 100.48  0.17 -0.03
2024-05-10 100.08  99.28 -0.80 -0.83
2024-05-13  99.88 100.20  0.32 -0.52
2024-05-14 100.08 100.95  0.87  0.35
2024-05-15 100.43 100.35 -0.08  0.27
2024-05-16  99.94  99.58 -0.36 -0.10
2024-05-17 100.04 100.42  0.38  0.29
2024-05-20  99.77 101.38  1.59  1.88
2024-05-21 100.06  99.00 -1.07  0.81
Mean Absolute Error: 0.81%
Epoch: 500000 BatchSize: 47
Norm: 46.79
===
      date predic actual  diff   acc
2024-03-12 100.23 101.78  1.52  1.52
2024-03-13 100.07  98.50 -1.59 -0.07
2024-03-14  99.83  99.83 -0.00 -0.07
2024-03-15  99.56 101.15  1.57  1.50
2024-03-18 100.10 101.53  1.41  2.91
2024-03-20 100.61 102.63  1.97  4.88
2024-03-21 100.30 100.95  0.64  5.52
2024-03-22  99.66  99.48 -0.18  5.34
2024-03-25  99.84  99.03 -0.82  4.53
2024-03-26 100.00 100.26  0.26  4.79
2024-03-27 100.56 100.38 -0.18  4.61
2024-03-28 100.05  99.83 -0.21  4.40
2024-04-01  99.71  98.98 -0.74  3.66
2024-04-02  99.58  99.02 -0.57  3.09
2024-04-03  99.97 101.26  1.27  4.37
2024-04-04  99.40  97.85 -1.58  2.78
2024-04-05 100.32 100.56  0.24  3.02
2024-04-08 100.04 100.27  0.23  3.25
2024-04-09 100.00 100.27  0.26  3.51
2024-04-10  99.30  98.65 -0.67  2.84
2024-04-11 100.02 101.69  1.64  4.49
2024-04-12  99.43  98.26 -1.18  3.30
2024-04-15  99.59  99.12 -0.47  2.83
2024-04-16 100.07  99.85 -0.22  2.62
2024-04-17 100.00  97.77 -2.28  0.34
2024-04-18 100.05  99.70 -0.36 -0.02
2024-04-19 100.26  98.80 -1.47 -1.49
2024-04-22 100.31 101.57  1.25 -0.25
2024-04-23 100.33 100.61  0.27  0.03
2024-04-24  99.91  99.70 -0.21 -0.18
2024-04-25  99.55  99.67  0.13 -0.05
2024-04-29 100.29 101.52  1.21  1.15
2024-04-30  99.09  99.28  0.18  1.34
2024-05-01 100.41  99.92 -0.49  0.85
2024-05-06 101.05 102.21  1.14  1.98
2024-05-07  99.98  99.48 -0.50  1.48
2024-05-08 100.15  98.96 -1.20  0.28
2024-05-09 100.42 100.48  0.05  0.33
2024-05-10 100.14  99.28 -0.87 -0.53
2024-05-13  99.89 100.20  0.31 -0.23
2024-05-14 100.14 100.95  0.81  0.58
2024-05-15 100.56 100.35 -0.22  0.36
2024-05-16  99.97  99.58 -0.39 -0.03
2024-05-17 100.09 100.42  0.33  0.30
2024-05-20  99.74 101.38  1.62  1.92
2024-05-21 100.11  99.00 -1.12  0.80
2024-05-22  99.71  99.98  0.26  1.06
Mean Absolute Error: 0.77%
Epoch: 500000 BatchSize: 47
Norm: 36.39
===
      date predic actual  diff   acc
2024-03-13 100.03  98.50 -1.55 -1.55
2024-03-14  99.79  99.83  0.03 -1.52
2024-03-15  99.53 101.15  1.60  0.08
2024-03-18 100.06 101.53  1.45  1.53
2024-03-20 100.53 102.63  2.05  3.58
2024-03-21 100.25 100.95  0.70  4.27
2024-03-22  99.64  99.48 -0.16  4.11
2024-03-25  99.81  99.03 -0.79  3.33
2024-03-26  99.96 100.26  0.30  3.63
2024-03-27 100.50 100.38 -0.12  3.50
2024-03-28 100.01  99.83 -0.17  3.33
2024-04-01  99.68  98.98 -0.71  2.62
2024-04-02  99.57  99.02 -0.55  2.07
2024-04-03  99.93 101.26  1.31  3.38
2024-04-04  99.39  97.85 -1.58  1.79
2024-04-05 100.27 100.56  0.29  2.08
2024-04-08 100.00 100.27  0.27  2.35
2024-04-09  99.97 100.27  0.30  2.65
2024-04-10  99.28  98.65 -0.64  2.01
2024-04-11  99.98 101.69  1.68  3.69
2024-04-12  99.42  98.26 -1.17  2.52
2024-04-15  99.55  99.12 -0.44  2.08
2024-04-16 100.02  99.85 -0.17  1.90
2024-04-17  99.96  97.77 -2.25 -0.34
2024-04-18 100.01  99.70 -0.31 -0.66
2024-04-19 100.21  98.80 -1.43 -2.08
2024-04-22 100.25 101.57  1.30 -0.79
2024-04-23 100.28 100.61  0.32 -0.46
2024-04-24  99.87  99.70 -0.17 -0.63
2024-04-25  99.53  99.67  0.15 -0.49
2024-04-29 100.24 101.52  1.26  0.78
2024-04-30  99.08  99.28  0.20  0.97
2024-05-01 100.40  99.92 -0.47  0.50
2024-05-06 100.99 102.21  1.20  1.70
2024-05-07  99.94  99.48 -0.46  1.24
2024-05-08 100.10  98.96 -1.15  0.09
2024-05-09 100.37 100.48  0.11  0.20
2024-05-10 100.09  99.28 -0.82 -0.62
2024-05-13  99.86 100.20  0.34 -0.28
2024-05-14 100.09 100.95  0.85  0.57
2024-05-15 100.52 100.35 -0.18  0.40
2024-05-16  99.93  99.58 -0.35  0.05
2024-05-17 100.04 100.42  0.38  0.43
2024-05-20  99.71 101.38  1.65  2.07
2024-05-21 100.07  99.00 -1.08  0.99
2024-05-22  99.68  99.98  0.29  1.28
2024-05-23  99.24  98.84 -0.40  0.89
Mean Absolute Error: 0.75%
Epoch: 500000 BatchSize: 47
Norm: 46.69
===
      date predic actual  diff   acc
2024-03-14  99.83  99.83 -0.00 -0.00
2024-03-15  99.53 101.15  1.60  1.60
2024-03-18 100.13 101.53  1.38  2.98
2024-03-20 100.64 102.63  1.94  4.92
2024-03-21 100.33 100.95  0.61  5.53
2024-03-22  99.66  99.48 -0.18  5.36
2024-03-25  99.85  99.03 -0.82  4.54
2024-03-26 100.02 100.26  0.25  4.78
2024-03-27 100.61 100.38 -0.23  4.55
2024-03-28 100.07  99.83 -0.23  4.32
2024-04-01  99.70  98.98 -0.73  3.59
2024-04-02  99.57  99.02 -0.56  3.03
2024-04-03  99.98 101.26  1.26  4.29
2024-04-04  99.38  97.85 -1.56  2.73
2024-04-05 100.36 100.56  0.20  2.93
2024-04-08 100.06 100.27  0.21  3.14
2024-04-09 100.02 100.27  0.24  3.39
2024-04-10  99.25  98.65 -0.61  2.78
2024-04-11 100.04 101.69  1.63  4.41
2024-04-12  99.40  98.26 -1.16  3.25
2024-04-15  99.56  99.12 -0.45  2.80
2024-04-16 100.08  99.85 -0.23  2.57
2024-04-17 100.02  97.77 -2.30  0.27
2024-04-18 100.07  99.70 -0.37 -0.10
2024-04-19 100.29  98.80 -1.51 -1.61
2024-04-22 100.34 101.57  1.21 -0.40
2024-04-23 100.37 100.61  0.23 -0.16
2024-04-24  99.91  99.70 -0.21 -0.38
2024-04-25  99.53  99.67  0.15 -0.23
2024-04-29 100.32 101.52  1.18  0.95
2024-04-30  99.02  99.28  0.26  1.21
2024-05-01 100.49  99.92 -0.57  0.64
2024-05-06 101.13 102.21  1.06  1.70
2024-05-07  99.99  99.48 -0.51  1.20
2024-05-08 100.17  98.96 -1.22 -0.02
2024-05-09 100.46 100.48  0.01 -0.01
2024-05-10 100.16  99.28 -0.89 -0.90
2024-05-13  99.90 100.20  0.30 -0.60
2024-05-14 100.16 100.95  0.78  0.18
2024-05-15 100.63 100.35 -0.28 -0.10
2024-05-16  99.98  99.58 -0.40 -0.50
2024-05-17 100.11 100.42  0.31 -0.18
2024-05-20  99.74 101.38  1.62  1.44
2024-05-21 100.14  99.00 -1.15  0.29
2024-05-22  99.70  99.98  0.27  0.57
2024-05-23  99.20  98.84 -0.36  0.21
2024-05-24 100.03 100.85  0.81  1.01
Mean Absolute Error: 0.72%
Epoch: 500000 BatchSize: 47
Norm: 36.72
===
      date predic actual  diff   acc
2024-03-15  99.60 101.15  1.53  1.53
2024-03-18 100.12 101.53  1.39  2.92
2024-03-20 100.58 102.63  1.99  4.92
2024-03-21 100.30 100.95  0.64  5.56
2024-03-22  99.71  99.48 -0.22  5.33
2024-03-25  99.87  99.03 -0.85  4.48
2024-03-26 100.02 100.26  0.24  4.72
2024-03-27 100.55 100.38 -0.17  4.55
2024-03-28 100.07  99.83 -0.23  4.32
2024-04-01  99.74  98.98 -0.77  3.55
2024-04-02  99.63  99.02 -0.62  2.93
2024-04-03  99.99 101.26  1.25  4.18
2024-04-04  99.46  97.85 -1.65  2.53
2024-04-05 100.33 100.56  0.23  2.76
2024-04-08 100.06 100.27  0.21  2.97
2024-04-09 100.03 100.27  0.24  3.21
2024-04-10  99.35  98.65 -0.71  2.50
2024-04-11 100.04 101.69  1.62  4.12
2024-04-12  99.48  98.26 -1.24  2.88
2024-04-15  99.62  99.12 -0.51  2.37
2024-04-16 100.08  99.85 -0.23  2.14
2024-04-17 100.02  97.77 -2.30 -0.17
2024-04-18 100.07  99.70 -0.37 -0.54
2024-04-19 100.27  98.80 -1.48 -2.02
2024-04-22 100.31 101.57  1.24 -0.78
2024-04-23 100.34 100.61  0.27 -0.52
2024-04-24  99.93  99.70 -0.23 -0.75
2024-04-25  99.59  99.67  0.08 -0.67
2024-04-29 100.30 101.52  1.21  0.54
2024-04-30  99.15  99.28  0.12  0.66
2024-05-01 100.44  99.92 -0.52  0.14
2024-05-06 101.03 102.21  1.16  1.30
2024-05-07 100.00  99.48 -0.52  0.78
2024-05-08 100.16  98.96 -1.21 -0.43
2024-05-09 100.42 100.48  0.05 -0.38
2024-05-10 100.15  99.28 -0.88 -1.26
2024-05-13  99.92 100.20  0.28 -0.98
2024-05-14 100.15 100.95  0.79 -0.18
2024-05-15 100.57 100.35 -0.22 -0.41
2024-05-16  99.99  99.58 -0.41 -0.82
2024-05-17 100.10 100.42  0.32 -0.50
2024-05-20  99.78 101.38  1.59  1.08
2024-05-21 100.13  99.00 -1.14 -0.06
2024-05-22  99.74  99.98  0.23  0.17
2024-05-23  99.30  98.84 -0.47 -0.30
2024-05-24 100.04 100.85  0.80  0.51
2024-05-28  99.80 100.27  0.47  0.98
Mean Absolute Error: 0.74%
Epoch: 500000 BatchSize: 47
Norm: 39.61
===
      date predic actual  diff   acc
2024-03-18 100.14 101.53  1.37  1.37
2024-03-20 100.83 102.63  1.76  3.13
2024-03-21 100.41 100.95  0.53  3.66
2024-03-22  99.48  99.48  0.00  3.66
2024-03-25  99.75  99.03 -0.73  2.93
2024-03-26  99.99 100.26  0.27  3.21
2024-03-27 100.77 100.38 -0.39  2.82
2024-03-28 100.05  99.83 -0.22  2.60
2024-04-01  99.55  98.98 -0.58  2.02
2024-04-02  99.36  99.02 -0.34  1.68
2024-04-03  99.94 101.26  1.30  2.98
2024-04-04  99.07  97.85 -1.25  1.72
2024-04-05 100.45 100.56  0.11  1.84
2024-04-08 100.04 100.27  0.22  2.06
2024-04-09  99.99 100.27  0.27  2.33
2024-04-10  98.91  98.65 -0.27  2.06
2024-04-11 100.02 101.69  1.65  3.71
2024-04-12  99.12  98.26 -0.87  2.84
2024-04-15  99.36  99.12 -0.24  2.60
2024-04-16 100.08  99.85 -0.23  2.37
2024-04-17  99.98  97.77 -2.27  0.10
2024-04-18 100.06  99.70 -0.36 -0.26
2024-04-19 100.36  98.80 -1.58 -1.84
2024-04-22 100.42 101.57  1.13 -0.71
2024-04-23 100.46 100.61  0.14 -0.57
2024-04-24  99.85  99.70 -0.15 -0.71
2024-04-25  99.30  99.67  0.37 -0.34
2024-04-29 100.41 101.52  1.10  0.76
2024-04-30  98.57  99.28  0.71  1.47
2024-05-01 100.59  99.92 -0.67  0.80
2024-05-06 101.41 102.21  0.79  1.59
2024-05-07  99.96  99.48 -0.48  1.11
2024-05-08 100.20  98.96 -1.25 -0.14
2024-05-09 100.58 100.48 -0.11 -0.25
2024-05-10 100.19  99.28 -0.91 -1.16
2024-05-13  99.83 100.20  0.37 -0.79
2024-05-14 100.18 100.95  0.76 -0.03
2024-05-15 100.79 100.35 -0.44 -0.47
2024-05-16  99.94  99.58 -0.36 -0.83
2024-05-17 100.11 100.42  0.31 -0.52
2024-05-20  99.60 101.38  1.75  1.23
2024-05-21 100.15  99.00 -1.16  0.07
2024-05-22  99.55  99.98  0.42  0.49
2024-05-23  98.82  98.84  0.03  0.52
2024-05-24 100.01 100.85  0.83  1.34
2024-05-28  99.64 100.27  0.63  1.98
2024-05-29  99.17  97.93 -1.26  0.71
Mean Absolute Error: 0.7%
Epoch: 500000 BatchSize: 47
Norm: 45.97
===
      date predic actual  diff   acc
2024-03-20 100.68 102.63  1.90  1.90
2024-03-21 100.33 100.95  0.61  2.51
2024-03-22  99.53  99.48 -0.05  2.47
2024-03-25  99.76  99.03 -0.73  1.73
2024-03-26  99.96 100.26  0.30  2.04
2024-03-27 100.66 100.38 -0.28  1.76
2024-03-28 100.02  99.83 -0.19  1.57
2024-04-01  99.58  98.98 -0.61  0.97
2024-04-02  99.42  99.02 -0.41  0.56
2024-04-03  99.92 101.26  1.32  1.88
2024-04-04  99.19  97.85 -1.37  0.51
2024-04-05 100.36 100.56  0.20  0.71
2024-04-08 100.01 100.27  0.26  0.97
2024-04-09  99.97 100.27  0.30  1.27
2024-04-10  99.01  98.65 -0.37  0.90
2024-04-11  99.98 101.69  1.68  2.58
2024-04-12  99.22  98.26 -0.97  1.61
2024-04-15  99.40  99.12 -0.28  1.32
2024-04-16 100.04  99.85 -0.19  1.14
2024-04-17  99.96  97.77 -2.24 -1.11
2024-04-18 100.02  99.70 -0.33 -1.43
2024-04-19 100.29  98.80 -1.50 -2.94
2024-04-22 100.34 101.57  1.21 -1.73
2024-04-23 100.38 100.61  0.22 -1.50
2024-04-24  99.83  99.70 -0.13 -1.64
2024-04-25  99.36  99.67  0.31 -1.33
2024-04-29 100.32 101.52  1.18 -0.14
2024-04-30  98.73  99.28  0.55  0.41
2024-05-01 100.54  99.92 -0.62 -0.21
2024-05-06 101.25 102.21  0.94  0.73
2024-05-07  99.92  99.48 -0.44  0.29
2024-05-08 100.13  98.96 -1.19 -0.89
2024-05-09 100.49 100.48 -0.01 -0.91
2024-05-10 100.13  99.28 -0.86 -1.76
2024-05-13  99.82 100.20  0.38 -1.38
2024-05-14 100.13 100.95  0.81 -0.57
2024-05-15 100.69 100.35 -0.34 -0.91
2024-05-16  99.91  99.58 -0.33 -1.24
2024-05-17 100.07 100.42  0.35 -0.89
2024-05-20  99.62 101.38  1.74  0.85
2024-05-21 100.11  99.00 -1.12 -0.27
2024-05-22  99.58  99.98  0.40  0.13
2024-05-23  98.96  98.84 -0.12  0.01
2024-05-24  99.98 100.85  0.86  0.87
2024-05-28  99.65 100.27  0.62  1.49
2024-05-29  99.25  97.93 -1.35  0.14
2024-05-30  99.63 100.13  0.49  0.63
Mean Absolute Error: 0.69%
Epoch: 500000 BatchSize: 47
Norm: 64.77
===
      date predic actual  diff   acc
2024-03-21 100.22 100.95  0.72  0.72
2024-03-22  99.60  99.48 -0.12  0.60
2024-03-25  99.77  99.03 -0.75 -0.15
2024-03-26  99.93 100.26  0.33  0.18
2024-03-27 100.51 100.38 -0.13  0.05
2024-03-28  99.98  99.83 -0.15 -0.10
2024-04-01  99.62  98.98 -0.65 -0.74
2024-04-02  99.51  99.02 -0.50 -1.24
2024-04-03  99.90 101.26  1.34  0.10
2024-04-04  99.34  97.85 -1.53 -1.42
2024-04-05 100.25 100.56  0.31 -1.11
2024-04-08  99.97 100.27  0.30 -0.81
2024-04-09  99.95 100.27  0.32 -0.49
2024-04-10  99.10  98.65 -0.46 -0.95
2024-04-11  99.95 101.69  1.71  0.76
2024-04-12  99.35  98.26 -1.10 -0.34
2024-04-15  99.43  99.12 -0.32 -0.66
2024-04-16  99.98  99.85 -0.13 -0.79
2024-04-17  99.95  97.77 -2.23 -3.02
2024-04-18  99.97  99.70 -0.28 -3.30
2024-04-19 100.20  98.80 -1.42 -4.72
2024-04-22 100.24 101.57  1.31 -3.41
2024-04-23 100.28 100.61  0.33 -3.08
2024-04-24  99.81  99.70 -0.11 -3.19
2024-04-25  99.45  99.67  0.23 -2.96
2024-04-29 100.20 101.52  1.30 -1.66
2024-04-30  98.87  99.28  0.41 -1.25
2024-05-01 100.52  99.92 -0.60 -1.85
2024-05-06 101.02 102.21  1.17 -0.68
2024-05-07  99.87  99.48 -0.39 -1.06
2024-05-08 100.04  98.96 -1.09 -2.16
2024-05-09 100.37 100.48  0.11 -2.05
2024-05-10 100.06  99.28 -0.79 -2.84
2024-05-13  99.80 100.20  0.40 -2.44
2024-05-14 100.06 100.95  0.88 -1.56
2024-05-15 100.58 100.35 -0.24 -1.79
2024-05-16  99.87  99.58 -0.29 -2.09
2024-05-17 100.01 100.42  0.41 -1.68
2024-05-20  99.63 101.38  1.73  0.04
2024-05-21 100.06  99.00 -1.07 -1.02
2024-05-22  99.60  99.98  0.38 -0.65
2024-05-23  99.13  98.84 -0.29 -0.94
2024-05-24  99.95 100.85  0.89 -0.05
2024-05-28  99.68 100.27  0.59  0.53
2024-05-29  99.34  97.93 -1.44 -0.91
2024-05-30  99.71 100.13  0.41 -0.50
2024-05-31 100.56 101.66  1.08  0.58
Mean Absolute Error: 0.7%
Epoch: 500000 BatchSize: 47
Norm: 96.72
===
      date predic actual  diff   acc
2024-03-22  99.58  99.48 -0.10 -0.10
2024-03-25  99.75  99.03 -0.73 -0.83
2024-03-26  99.91 100.26  0.35 -0.48
2024-03-27 100.50 100.38 -0.12 -0.60
2024-03-28  99.97  99.83 -0.13 -0.73
2024-04-01  99.60  98.98 -0.63 -1.35
2024-04-02  99.49  99.02 -0.48 -1.83
2024-04-03  99.88 101.26  1.36 -0.47
2024-04-04  99.31  97.85 -1.50 -1.97
2024-04-05 100.24 100.56  0.32 -1.64
2024-04-08  99.95 100.27  0.32 -1.33
2024-04-09  99.93 100.27  0.34 -0.99
2024-04-10  99.09  98.65 -0.45 -1.44
2024-04-11  99.93 101.69  1.73  0.29
2024-04-12  99.32  98.26 -1.08 -0.79
2024-04-15  99.42  99.12 -0.31 -1.10
2024-04-16  99.97  99.85 -0.12 -1.21
2024-04-17  99.93  97.77 -2.21 -3.43
2024-04-18  99.96  99.70 -0.26 -3.69
2024-04-19 100.19  98.80 -1.40 -5.09
2024-04-22 100.22 101.57  1.32 -3.77
2024-04-23 100.26 100.61  0.34 -3.43
2024-04-24  99.79  99.70 -0.10 -3.52
2024-04-25  99.43  99.67  0.25 -3.27
2024-04-29 100.19 101.52  1.31 -1.96
2024-04-30  98.86  99.28  0.42 -1.54
2024-05-01 100.49  99.92 -0.56 -2.11
2024-05-06 101.01 102.21  1.18 -0.92
2024-05-07  99.86  99.48 -0.38 -1.30
2024-05-08 100.03  98.96 -1.08 -2.39
2024-05-09 100.35 100.48  0.12 -2.26
2024-05-10 100.05  99.28 -0.78 -3.04
2024-05-13  99.79 100.20  0.41 -2.63
2024-05-14 100.05 100.95  0.89 -1.73
2024-05-15 100.56 100.35 -0.21 -1.95
2024-05-16  99.86  99.58 -0.28 -2.23
2024-05-17 100.00 100.42  0.42 -1.81
2024-05-20  99.62 101.38  1.74 -0.07
2024-05-21 100.04  99.00 -1.05 -1.12
2024-05-22  99.58  99.98  0.39 -0.73
2024-05-23  99.11  98.84 -0.27 -1.00
2024-05-24  99.93 100.85  0.91 -0.09
2024-05-28  99.67 100.27  0.60  0.51
2024-05-29  99.33  97.93 -1.42 -0.91
2024-05-30  99.68 100.13  0.44 -0.47
2024-05-31 100.55 101.66  1.09  0.62
2024-06-03  99.99  99.80 -0.19  0.43
Mean Absolute Error: 0.68%
Epoch: 500000 BatchSize: 47
Norm: 96.70
===
      date predic actual  diff   acc
2024-03-25  99.76  99.03 -0.73 -0.73
2024-03-26  99.89 100.26  0.37 -0.36
2024-03-27 100.41 100.38 -0.03 -0.39
2024-03-28  99.94  99.83 -0.11 -0.50
2024-04-01  99.63  98.98 -0.65 -1.15
2024-04-02  99.53  99.02 -0.52 -1.67
2024-04-03  99.87 101.26  1.38 -0.30
2024-04-04  99.39  97.85 -1.58 -1.87
2024-04-05 100.17 100.56  0.39 -1.49
2024-04-08  99.93 100.27  0.34 -1.15
2024-04-09  99.91 100.27  0.36 -0.79
2024-04-10  99.19  98.65 -0.55 -1.34
2024-04-11  99.91 101.69  1.75  0.41
2024-04-12  99.40  98.26 -1.15 -0.74
2024-04-15  99.47  99.12 -0.35 -1.09
2024-04-16  99.94  99.85 -0.09 -1.18
2024-04-17  99.91  97.77 -2.19 -3.37
2024-04-18  99.93  99.70 -0.24 -3.61
2024-04-19 100.13  98.80 -1.34 -4.95
2024-04-22 100.16 101.57  1.39 -3.56
2024-04-23 100.20 100.61  0.41 -3.16
2024-04-24  99.79  99.70 -0.09 -3.25
2024-04-25  99.48  99.67  0.19 -3.05
2024-04-29 100.13 101.52  1.37 -1.68
2024-04-30  99.00  99.28  0.28 -1.40
2024-05-01 100.42  99.92 -0.49 -1.89
2024-05-06 100.87 102.21  1.32 -0.57
2024-05-07  99.84  99.48 -0.36 -0.93
2024-05-08  99.99  98.96 -1.04 -1.97
2024-05-09 100.28 100.48  0.20 -1.77
2024-05-10 100.01  99.28 -0.74 -2.51
2024-05-13  99.78 100.20  0.42 -2.09
2024-05-14 100.01 100.95  0.93 -1.16
2024-05-15 100.47 100.35 -0.12 -1.29
2024-05-16  99.84  99.58 -0.26 -1.55
2024-05-17  99.97 100.42  0.45 -1.10
2024-05-20  99.64 101.38  1.72  0.62
2024-05-21 100.01  99.00 -1.02 -0.39
2024-05-22  99.61  99.98  0.37 -0.03
2024-05-23  99.22  98.84 -0.38 -0.40
2024-05-24  99.91 100.85  0.93  0.53
2024-05-28  99.68 100.27  0.59  1.11
2024-05-29  99.39  97.93 -1.49 -0.38
2024-05-30  99.71 100.13  0.42  0.04
2024-05-31 100.45 101.66  1.19  1.23
2024-06-03  99.97  99.80 -0.17  1.06
2024-06-04 100.22  99.73 -0.49  0.57
Mean Absolute Error: 0.7%
Epoch: 500000 BatchSize: 47
Norm: 89.31
===
      date predic actual  diff   acc
2024-03-26  99.94 100.26  0.33  0.33
2024-03-27 100.45 100.38 -0.07  0.26
2024-03-28  99.98  99.83 -0.15  0.11
2024-04-01  99.67  98.98 -0.70 -0.58
2024-04-02  99.57  99.02 -0.56 -1.15
2024-04-03  99.91 101.26  1.33  0.19
2024-04-04  99.43  97.85 -1.61 -1.43
2024-04-05 100.22 100.56  0.34 -1.08
2024-04-08  99.97 100.27  0.30 -0.79
2024-04-09  99.95 100.27  0.32 -0.47
2024-04-10  99.24  98.65 -0.60 -1.07
2024-04-11  99.95 101.69  1.71  0.63
2024-04-12  99.43  98.26 -1.19 -0.56
2024-04-15  99.52  99.12 -0.41 -0.96
2024-04-16  99.98  99.85 -0.13 -1.09
2024-04-17  99.95  97.77 -2.23 -3.33
2024-04-18  99.98  99.70 -0.28 -3.61
2024-04-19 100.17  98.80 -1.39 -4.99
2024-04-22 100.21 101.57  1.34 -3.65
2024-04-23 100.24 100.61  0.37 -3.28
2024-04-24  99.83  99.70 -0.14 -3.42
2024-04-25  99.52  99.67  0.15 -3.27
2024-04-29 100.18 101.52  1.32 -1.95
2024-04-30  99.05  99.28  0.23 -1.72
2024-05-01 100.43  99.92 -0.51 -2.23
2024-05-06 100.90 102.21  1.29 -0.94
2024-05-07  99.89  99.48 -0.41 -1.35
2024-05-08 100.04  98.96 -1.09 -2.44
2024-05-09 100.32 100.48  0.16 -2.29
2024-05-10 100.05  99.28 -0.78 -3.07
2024-05-13  99.83 100.20  0.37 -2.69
2024-05-14 100.05 100.95  0.89 -1.81
2024-05-15 100.50 100.35 -0.15 -1.96
2024-05-16  99.89  99.58 -0.31 -2.27
2024-05-17 100.01 100.42  0.41 -1.86
2024-05-20  99.69 101.38  1.67 -0.19
2024-05-21 100.05  99.00 -1.06 -1.24
2024-05-22  99.66  99.98  0.32 -0.92
2024-05-23  99.26  98.84 -0.42 -1.34
2024-05-24  99.95 100.85  0.89 -0.46
2024-05-28  99.72 100.27  0.55  0.09
2024-05-29  99.44  97.93 -1.54 -1.45
2024-05-30  99.74 100.13  0.39 -1.06
2024-05-31 100.50 101.66  1.14  0.08
2024-06-03 100.00  99.80 -0.20 -0.12
2024-06-04 100.25  99.73 -0.52 -0.64
2024-06-05  99.90 101.09  1.18  0.54
Mean Absolute Error: 0.71%
Epoch: 500000 BatchSize: 47
Norm: 98.25
===
      date predic actual  diff   acc
2024-03-27 100.36 100.38  0.02  0.02
2024-03-28  99.94  99.83 -0.11 -0.09
2024-04-01  99.67  98.98 -0.70 -0.78
2024-04-02  99.59  99.02 -0.58 -1.36
2024-04-03  99.88 101.26  1.36  0.00
2024-04-04  99.46  97.85 -1.65 -1.64
2024-04-05 100.15 100.56  0.41 -1.23
2024-04-08  99.93 100.27  0.33 -0.90
2024-04-09  99.91 100.27  0.35 -0.55
2024-04-10  99.30  98.65 -0.66 -1.21
2024-04-11  99.92 101.69  1.74  0.53
2024-04-12  99.47  98.26 -1.22 -0.69
2024-04-15  99.54  99.12 -0.42 -1.11
2024-04-16  99.94  99.85 -0.09 -1.21
2024-04-17  99.92  97.77 -2.20 -3.40
2024-04-18  99.94  99.70 -0.24 -3.65
2024-04-19 100.11  98.80 -1.33 -4.97
2024-04-22 100.14 101.57  1.41 -3.56
2024-04-23 100.17 100.61  0.43 -3.13
2024-04-24  99.81  99.70 -0.12 -3.25
2024-04-25  99.54  99.67  0.13 -3.12
2024-04-29 100.11 101.52  1.38 -1.73
2024-04-30  99.14  99.28  0.14 -1.59
2024-05-01 100.35  99.92 -0.42 -2.01
2024-05-06 100.78 102.21  1.41 -0.61
2024-05-07  99.86  99.48 -0.38 -0.99
2024-05-08  99.99  98.96 -1.04 -2.03
2024-05-09 100.24 100.48  0.23 -1.80
2024-05-10 100.01  99.28 -0.73 -2.53
2024-05-13  99.81 100.20  0.39 -2.14
