7/1/2024, 12:43:46 AM
      date predic actual  diff   acc
2024-04-01  99.59  98.98 -0.61  0.97
2024-04-02  99.44  99.02 -0.42  0.55
2024-04-03  99.87 101.26  1.38  1.93
2024-04-04  99.23  97.85 -1.41  0.52
2024-04-05 100.25 100.56  0.31  0.83
2024-04-08  99.94 100.27  0.33  1.16
2024-04-09  99.89 100.27  0.37  1.53
2024-04-10  99.20  98.65 -0.57  0.96
2024-04-11  99.92 101.69  1.74  2.71
2024-04-12  99.27  98.26 -1.03  1.68
2024-04-15  99.49  99.12 -0.38  1.31
2024-04-16  99.98  99.85 -0.13  1.18
2024-04-17  99.88  97.77 -2.15 -0.97
2024-04-18  99.95  99.70 -0.26 -1.23
2024-04-19 100.17  98.80 -1.38 -2.61
2024-04-22 100.23 101.57  1.32 -1.29
2024-04-23 100.25 100.61  0.36 -0.93
2024-04-24  99.81  99.70 -0.11 -1.04
2024-04-25  99.41  99.67  0.26 -0.79
2024-04-29 100.23 101.52  1.27  0.48
2024-04-30  98.98  99.28  0.30  0.78
2024-05-01 100.23  99.92 -0.31  0.47
2024-05-06 101.00 102.21  1.19  1.67
2024-05-07  99.90  99.48 -0.42  1.24
2024-05-08 100.08  98.96 -1.13  0.11
2024-05-09 100.34 100.48  0.13  0.25
2024-05-10 100.05  99.28 -0.78 -0.53
2024-05-13  99.80 100.20  0.40 -0.13
2024-05-14 100.04 100.95  0.90  0.77
Mean Absolute Error: 0.83%
Epoch: 500000 BatchSize: 47
Norm: 70.73
===
      date predic actual  diff   acc
2024-03-05  99.40  99.69  0.29  0.29
2024-03-06 100.11 101.43  1.30  1.59
2024-03-07 100.20  98.28 -1.95 -0.36
2024-03-08  99.95  98.28 -1.70 -2.06
2024-03-11 100.00  98.67 -1.35 -3.41
2024-03-12 100.18 101.78  1.57 -1.85
2024-03-13  99.98  98.50 -1.50 -3.35
2024-03-14  99.73  99.83  0.09 -3.25
2024-03-15  99.44 101.15  1.70 -1.56
2024-03-18 100.02 101.53  1.49 -0.07
2024-03-20 100.64 102.63  1.94  1.87
2024-03-21 100.25 100.95  0.69  2.56
2024-03-22  99.51  99.48 -0.02  2.54
2024-03-25  99.72  99.03 -0.69  1.84
2024-03-26  99.91 100.26  0.35  2.20
2024-03-27 100.51 100.38 -0.13  2.06
2024-03-28  99.95  99.83 -0.12  1.94
2024-04-01  99.58  98.98 -0.61  1.34
2024-04-02  99.42  99.02 -0.41  0.93
2024-04-03  99.87 101.26  1.37  2.30
2024-04-04  99.20  97.85 -1.38  0.91
2024-04-05 100.27 100.56  0.29  1.20
2024-04-08  99.95 100.27  0.32  1.52
2024-04-09  99.90 100.27  0.36  1.88
2024-04-10  99.18  98.65 -0.54  1.34
2024-04-11  99.93 101.69  1.74  3.08
2024-04-12  99.25  98.26 -1.00  2.08
2024-04-15  99.48  99.12 -0.36  1.72
2024-04-16  99.99  99.85 -0.14  1.58
2024-04-17  99.88  97.77 -2.16 -0.59
2024-04-18  99.97  99.70 -0.27 -0.86
2024-04-19 100.19  98.80 -1.40 -2.26
2024-04-22 100.25 101.57  1.30 -0.96
2024-04-23 100.27 100.61  0.33 -0.63
2024-04-24  99.81  99.70 -0.12 -0.74
2024-04-25  99.40  99.67  0.27 -0.47
2024-04-29 100.25 101.52  1.25  0.78
2024-04-30  98.94  99.28  0.34  1.12
2024-05-01 100.26  99.92 -0.33  0.78
2024-05-06 101.04 102.21  1.15  1.93
2024-05-07  99.91  99.48 -0.43  1.50
2024-05-08 100.10  98.96 -1.15  0.35
2024-05-09 100.37 100.48  0.11  0.45
2024-05-10 100.06  99.28 -0.79 -0.34
2024-05-13  99.80 100.20  0.40  0.06
2024-05-14 100.06 100.95  0.88  0.94
2024-05-15 100.48 100.35 -0.13  0.81
Mean Absolute Error: 0.81%
Epoch: 500000 BatchSize: 47
Norm: 65.06
===
      date predic actual  diff   acc
2024-03-06 100.07 101.43  1.34  1.34
2024-03-07 100.15  98.28 -1.90 -0.56
2024-03-08  99.94  98.28 -1.70 -2.26
2024-03-11  99.97  98.67 -1.32 -3.58
2024-03-12 100.12 101.78  1.63 -1.95
2024-03-13  99.96  98.50 -1.48 -3.43
2024-03-14  99.75  99.83  0.08 -3.35
2024-03-15  99.50 101.15  1.63 -1.73
2024-03-18  99.99 101.53  1.52 -0.21
2024-03-20 100.50 102.63  2.08  1.87
2024-03-21 100.18 100.95  0.76  2.63
2024-03-22  99.57  99.48 -0.09  2.54
2024-03-25  99.74  99.03 -0.72  1.83
2024-03-26  99.90 100.26  0.37  2.19
2024-03-27 100.41 100.38 -0.03  2.17
2024-03-28  99.94  99.83 -0.10  2.06
2024-04-01  99.63  98.98 -0.66  1.41
2024-04-02  99.50  99.02 -0.49  0.92
2024-04-03  99.87 101.26  1.38  2.29
2024-04-04  99.33  97.85 -1.52  0.78
2024-04-05 100.20 100.56  0.36  1.14
2024-04-08  99.93 100.27  0.34  1.48
2024-04-09  99.89 100.27  0.37  1.85
2024-04-10  99.29  98.65 -0.65  1.20
2024-04-11  99.91 101.69  1.75  2.95
2024-04-12  99.36  98.26 -1.12  1.83
2024-04-15  99.53  99.12 -0.42  1.40
2024-04-16  99.96  99.85 -0.11  1.29
2024-04-17  99.88  97.77 -2.16 -0.87
2024-04-18  99.94  99.70 -0.25 -1.11
2024-04-19 100.13  98.80 -1.34 -2.46
2024-04-22 100.18 101.57  1.37 -1.09
2024-04-23 100.20 100.61  0.40 -0.68
2024-04-24  99.81  99.70 -0.12 -0.80
2024-04-25  99.48  99.67  0.19 -0.61
2024-04-29 100.18 101.52  1.32  0.71
2024-04-30  99.10  99.28  0.18  0.89
2024-05-01 100.22  99.92 -0.29  0.59
2024-05-06 100.87 102.21  1.31  1.91
2024-05-07  99.89  99.48 -0.41  1.49
2024-05-08 100.05  98.96 -1.10  0.40
2024-05-09 100.28 100.48  0.19  0.59
2024-05-10 100.02  99.28 -0.75 -0.16
2024-05-13  99.80 100.20  0.40  0.23
2024-05-14 100.02 100.95  0.92  1.15
2024-05-15 100.39 100.35 -0.04  1.11
2024-05-16  99.87  99.58 -0.29  0.82
Mean Absolute Error: 0.83%
Epoch: 500000 BatchSize: 47
Norm: 67.39
===
      date predic actual  diff   acc
2024-03-07 100.12  98.28 -1.87 -1.87
2024-03-08  99.91  98.28 -1.66 -3.54
2024-03-11  99.96  98.67 -1.31 -4.84
2024-03-12 100.12 101.78  1.63 -3.22
2024-03-13  99.94  98.50 -1.47 -4.68
2024-03-14  99.73  99.83  0.09 -4.59
2024-03-15  99.48 101.15  1.65 -2.94
2024-03-18  99.98 101.53  1.53 -1.41
2024-03-20 100.54 102.63  2.04  0.63
2024-03-21 100.18 100.95  0.76  1.39
2024-03-22  99.54  99.48 -0.05  1.34
2024-03-25  99.72  99.03 -0.69  0.65
2024-03-26  99.88 100.26  0.38  1.03
2024-03-27 100.41 100.38 -0.03  1.00
2024-03-28  99.92  99.83 -0.09  0.92
2024-04-01  99.60  98.98 -0.63  0.29
2024-04-02  99.46  99.02 -0.45 -0.16
2024-04-03  99.85 101.26  1.39  1.23
2024-04-04  99.27  97.85 -1.46 -0.23
2024-04-05 100.20 100.56  0.36  0.13
2024-04-08  99.92 100.27  0.35  0.48
2024-04-09  99.87 100.27  0.39  0.87
2024-04-10  99.27  98.65 -0.63  0.24
2024-04-11  99.90 101.69  1.76  2.01
2024-04-12  99.32  98.26 -1.07  0.93
2024-04-15  99.52  99.12 -0.40  0.53
2024-04-16  99.95  99.85 -0.10  0.43
2024-04-17  99.86  97.77 -2.14 -1.71
2024-04-18  99.93  99.70 -0.24 -1.95
2024-04-19 100.13  98.80 -1.34 -3.28
2024-04-22 100.18 101.57  1.37 -1.91
2024-04-23 100.20 100.61  0.41 -1.51
2024-04-24  99.80  99.70 -0.10 -1.61
2024-04-25  99.45  99.67  0.23 -1.38
2024-04-29 100.18 101.52  1.32 -0.07
2024-04-30  99.07  99.28  0.21  0.14
2024-05-01 100.17  99.92 -0.24 -0.10
2024-05-06 100.89 102.21  1.30  1.19
2024-05-07  99.89  99.48 -0.41  0.79
2024-05-08 100.05  98.96 -1.10 -0.31
2024-05-09 100.28 100.48  0.19 -0.12
2024-05-10 100.02  99.28 -0.74 -0.86
2024-05-13  99.79 100.20  0.41 -0.46
2024-05-14 100.01 100.95  0.93  0.47
2024-05-15 100.37 100.35 -0.03  0.45
2024-05-16  99.86  99.58 -0.28  0.16
2024-05-17  99.97 100.42  0.45  0.61
Mean Absolute Error: 0.8%
Epoch: 500000 BatchSize: 47
Norm: 79.69
===
      date predic actual  diff   acc
2024-03-08 100.01  98.28 -1.77 -1.77
2024-03-11 100.04  98.67 -1.39 -3.16
2024-03-12 100.19 101.78  1.56 -1.60
2024-03-13 100.02  98.50 -1.55 -3.15
2024-03-14  99.80  99.83  0.03 -3.12
2024-03-15  99.54 101.15  1.59 -1.53
2024-03-18 100.06 101.53  1.45 -0.08
2024-03-20 100.59 102.63  1.99  1.91
2024-03-21 100.25 100.95  0.69  2.60
2024-03-22  99.62  99.48 -0.14  2.47
2024-03-25  99.80  99.03 -0.77  1.69
2024-03-26  99.96 100.26  0.30  1.99
2024-03-27 100.50 100.38 -0.12  1.88
2024-03-28 100.00  99.83 -0.17  1.71
2024-04-01  99.67  98.98 -0.70  1.01
2024-04-02  99.54  99.02 -0.53  0.48
2024-04-03  99.93 101.26  1.31  1.79
2024-04-04  99.36  97.85 -1.55  0.25
2024-04-05 100.28 100.56  0.28  0.53
2024-04-08 100.00 100.27  0.27  0.80
2024-04-09  99.96 100.27  0.31  1.11
2024-04-10  99.31  98.65 -0.67  0.44
2024-04-11  99.98 101.69  1.69  2.13
2024-04-12  99.40  98.26 -1.15  0.98
2024-04-15  99.57  99.12 -0.46  0.52
2024-04-16 100.03  99.85 -0.18  0.34
2024-04-17  99.94  97.77 -2.23 -1.89
2024-04-18 100.01  99.70 -0.31 -2.20
2024-04-19 100.21  98.80 -1.42 -3.62
2024-04-22 100.26 101.57  1.29 -2.33
2024-04-23 100.28 100.61  0.33 -2.00
2024-04-24  99.87  99.70 -0.17 -2.18
2024-04-25  99.52  99.67  0.15 -2.02
2024-04-29 100.26 101.52  1.25 -0.78
2024-04-30  99.11  99.28  0.17 -0.61
2024-05-01 100.31  99.92 -0.38 -0.99
2024-05-06 100.98 102.21  1.21  0.22
2024-05-07  99.95  99.48 -0.47 -0.26
2024-05-08 100.12  98.96 -1.17 -1.42
2024-05-09 100.37 100.48  0.11 -1.32
2024-05-10 100.09  99.28 -0.82 -2.14
2024-05-13  99.86 100.20  0.34 -1.80
